@relation 'sample-weka.filters.unsupervised.attribute.Remove-V-R13,22,68,74,131,220,221,259,261,263,267,276,281,284,295,316,317,318,320,340,341,343,347,389,392,397,443,506,512,520,521,533'

@attribute X13 numeric
@attribute X22 numeric
@attribute X68 numeric
@attribute X74 numeric
@attribute X131 numeric
@attribute X220 numeric
@attribute X221 numeric
@attribute X259 numeric
@attribute X261 numeric
@attribute X263 numeric
@attribute X267 numeric
@attribute X276 numeric
@attribute X281 numeric
@attribute X284 numeric
@attribute X295 numeric
@attribute X316 numeric
@attribute X317 numeric
@attribute X318 numeric
@attribute X320 numeric
@attribute X340 numeric
@attribute X341 numeric
@attribute X343 numeric
@attribute X347 numeric
@attribute X389 numeric
@attribute X392 numeric
@attribute X397 numeric
@attribute X444 numeric
@attribute X507 numeric
@attribute X513 numeric
@attribute X521 numeric
@attribute X522 numeric
@attribute Lable {acc,unacc}

@data
9.603491,13.587151,7.192438,-1.216367,8.012346,8.574398,3.374509,5.490015,5.002377,2.257301,3.463808,8.85856,8.585062,8.501607,9.266642,3.530702,0.861713,-2.822364,3.067274,5.214747,3.344522,9.720859,7.306391,-7.573104,6.629313,1.887117,15.479399,11.996719,-5.9386,7.059294,6.907759,acc
16.423771,22.567668,6.598893,8.157582,6.530864,12.006239,2.708649,7.904956,11.406066,5.96728,9.730603,11.904958,7.140741,11.448806,11.040311,11.207848,-1.014891,-0.771126,3.813802,9.314615,10.988137,10.480482,10.710592,-12.02191,8.806194,3.345663,23.257658,10.641771,-11.9696,9.597788,10.160162,acc
13.188147,20.956425,7.171374,2.864169,9.373457,10.873555,8.133499,2.662722,5.436623,0.399946,4.986549,9.814321,14.19642,15.26056,12.563199,1.987265,0.451735,-14.628687,14.636285,9.317066,3.707369,10.699016,13.598402,-12.394763,13.819879,4.173469,20.474349,12.736042,-21.6042,7.859068,8.095766,acc
12.855692,20.114069,8.00896,12.935541,9.57716,11.243712,4.508276,9.912352,10.746718,8.239319,9.92717,12.732936,8.420247,9.648072,11.764341,1.860392,2.372331,-3.492398,32.606771,7.516189,11.701678,12.716155,7.776213,-5.988148,8.013411,2.467474,21.399448,14.948785,4.8725,9.93545,10.402619,acc
11.86393,18.475758,4.859308,-2.244182,6.243827,7.072683,8.047871,5.995562,10.140109,6.507031,6.743386,9.674765,7.130123,12.804867,8.364974,18.277551,-1.685943,13.162055,34.329861,9.114243,6.183497,8.732266,9.497515,6.585722,8.291839,2.270408,18.506945,6.999271,-12.5287,9.662265,10.112753,acc
13.566564,18.935306,8.475418,7.996817,10.169753,10.194871,7.283159,7.779216,13.380828,9.082342,10.191885,11.039169,6.794198,10.988292,10.281312,5.320214,8.606571,16.085087,41.887587,10.345556,13.476514,9.375865,7.76284,11.617789,9.690531,1.237883,19.460022,16.542708,9.7042,8.075789,8.477893,acc
10.272212,20.25699,8.156831,-4.745639,11.558642,11.368043,7.53202,7.677885,8.369624,5.439562,5.528983,8.693047,9.633457,15.866621,13.954265,2.528335,4.499447,-0.197335,3.494358,10.646856,4.085696,11.212641,13.237278,1.350401,15.400109,2.929847,20.43744,15.86158,-3.0569,8.427408,9.404747,acc
16.203147,19.758775,11.277913,2.458929,12.79321,11.321558,4.787285,7.418269,11.217519,8.566117,13.345496,12.978061,6.889877,10.97314,9.095825,-1.214423,5.537076,-2.698233,28.809462,8.388161,13.796152,11.555255,8.110355,-0.0139,8.66115,3.191008,21.667906,17.254323,2.873,13.44747,13.226828,acc
5.422627,8.660916,2.429583,3.74133,2.907407,4.035935,4.525691,5.556953,5.689339,4.589237,1.99896,4.48723,3.64037,6.60101,5.226578,4.477122,1.118834,2.007843,9.226997,5.596428,4.758729,4.019896,4.263787,-5.819195,4.696681,0.296875,8.933445,3.736927,-9.7366,2.778352,3.326983,acc
15.12601,19.416716,8.811644,5.909408,11.209877,11.642019,5.315946,7.734837,11.876528,7.876825,11.163124,10.566011,5.925432,12.673324,9.967004,0.985244,4.291938,-1.044117,12.289931,9.315063,9.974875,10.709288,8.614379,2.25344,9.435236,2.99713,21.235456,16.614983,-1.2102,11.856366,11.697691,acc
13.56886,18.678911,10.03617,11.739173,10.58642,11.678949,6.2326,12.807322,13.477026,10.847485,15.35107,9.212493,5.802963,7.901974,10.440787,3.912687,9.037875,10.955345,55.985677,9.404539,15.640963,8.67301,7.849941,15.676923,9.43698,2.147959,20.313836,20.866944,13.985,7.828279,8.177471,acc
5.862565,11.906454,3.761165,3.945476,5.29321,6.358838,5.257474,1.825074,2.803191,0.97715,2.429771,5.744543,6.458272,9.1809,8.337114,5.312438,2.741693,8.923859,43.302083,4.550382,1.559896,6.837262,7.006509,19.541788,7.640119,1.941327,10.808018,8.010503,20.9977,4.745426,5.13416,acc
13.561711,16.896193,9.183712,6.627075,10.598765,10.355606,5.586176,9.952663,13.435152,8.776771,11.023187,9.986593,5.047407,9.178375,8.144518,0.17044,3.773469,-3.596545,22.898438,8.955698,13.207128,8.86051,6.634083,-1.065099,8.529173,1.984056,18.77464,16.489826,2.359,8.940258,9.061364,acc
12.17198,16.678763,9.36794,9.928279,8.101852,10.475763,2.334508,9.292899,9.99287,7.859248,12.110954,9.847978,6.23716,6.248623,9.395258,0.761225,7.705381,3.023503,34.974392,6.759025,12.96494,8.816933,5.761893,6.824473,6.219807,1.857143,18.599827,17.024844,10.7153,8.822302,9.002838,acc
12.670567,20.271416,8.074076,7.468078,8.947531,12.120046,7.990615,6.598373,7.857741,4.573418,7.914016,11.032438,9.194444,13.374656,13.996507,4.074661,5.295218,5.855937,21.189236,9.302126,8.681134,10.763949,9.853669,-3.464365,10.799832,2.3125,20.390671,13.644444,-4.2125,9.881273,10.789584,acc
12.27607,17.912403,10.444502,6.797113,10.154321,10.794458,2.445152,8.799186,9.050362,7.5841,6.851367,12.511773,5.826543,11.699495,11.288996,7.259822,8.673993,9.38186,22.505208,7.35616,8.22526,13.99162,7.778757,9.023441,7.406246,2.565051,20.086145,16.028125,10.7329,10.274689,10.843054,acc
11.862344,21.351428,6.544098,8.685491,11.564815,12.273084,7.758265,17.95932,17.097442,13.483505,7.572979,11.170305,9.757654,15.639118,12.038297,4.449453,1.995075,-7.25383,3.760417,14.219743,14.053916,11.212803,10.557633,-14.987483,15.63706,1.323661,21.834911,13.187465,-20.5486,8.105956,9.600457,acc
12.485845,13.559191,9.422734,5.892519,8.231481,8.571337,1.44003,8.779956,11.659348,9.524743,11.13102,10.413573,2.528148,7.735078,6.328197,5.364055,9.623828,0.984156,-2.991753,4.752993,12.873939,10.869161,4.412544,-6.041815,4.758684,2.030931,16.403507,15.350347,-6.5975,10.318625,10.546926,acc
15.893803,19.790452,10.747514,3.356042,12.015432,10.755951,4.498441,7.050666,10.912177,7.647512,14.954741,11.843463,8.421728,10.334711,8.08058,1.17975,5.611128,-2.560792,26.778212,7.742789,13.441792,10.565474,8.67071,-0.596304,9.025572,3.122768,21.153396,17.18349,7.188,12.55925,12.304459,acc
12.943512,17.846074,6.602834,8.586509,7.438272,10.380068,5.232817,9.014053,11.468877,6.945782,9.258695,10.738864,6.256914,9.232323,9.273833,0.885767,-0.835426,-11.083616,20.917101,10.39344,12.142265,8.576827,6.636509,-6.785652,7.613917,1.650829,18.919285,12.123003,3.0775,8.730038,8.995313,acc
16.59055,19.426978,11.504551,7.438052,13.444444,13.671066,6.611248,10.140163,12.778972,8.552055,14.418475,10.810277,7.585802,10.533058,9.796844,-4.85365,5.949199,-5.924537,14.572049,9.888161,15.703511,9.466317,7.508225,-4.189891,10.216411,2.669005,22.047657,22.686076,-7.0534,10.125349,10.024368,acc
13.437689,17.968025,11.144117,11.835139,10.947531,11.132566,4.344875,11.81213,12.479176,10.799621,13.787158,10.975928,5.912222,8.780992,9.677268,2.147218,8.307888,-1.20225,33.026476,9.081511,15.928771,9.708099,6.031893,3.724624,8.217191,2.617666,20.495667,20.9925,11.9284,9.352835,9.661523,acc
14.551311,17.983195,11.366438,7.20311,11.92284,12.110797,4.829703,8.694157,12.013128,7.874662,12.053433,10.968116,8.331728,9.559917,8.85014,0.275351,8.453318,1.414554,20.937066,9.530941,13.895351,9.399762,7.597337,5.792117,9.135101,2.142857,20.289918,21.757465,2.759,9.940869,9.760291,acc
14.115871,16.607377,13.234847,3.165663,12.682099,11.13799,1.917174,9.445266,11.515165,7.698486,9.799049,9.848781,3.15642,10.302112,8.041749,8.642485,11.216454,16.514574,49.697917,6.747903,11.416763,9.264327,5.911124,18.793403,7.382756,3.057717,18.994843,17.958472,28.101,9.692867,9.856244,acc
14.211913,22.049078,9.233205,12.606045,8.743827,10.885968,4.757265,12.672337,14.825487,11.036101,15.813615,11.785789,6.720123,9.655418,12.827663,7.311605,6.195722,10.91606,55.094618,10.576162,15.808015,10.908467,8.096154,12.892898,9.048941,2.928571,22.759122,18.456927,14.8004,9.220236,10.192095,acc
18.224143,21.297293,18.161756,-0.484863,15.604938,12.097363,4.976623,3.813609,8.960389,3.853029,7.467004,18.144349,10.87358,15.164601,11.417119,7.29937,11.617855,1.099819,5.023872,8.245051,9.611883,17.325908,9.64432,1.325266,9.533769,3.75,25.161251,23.239635,8.2403,17.302808,17.261103,acc
11.365603,15.810678,6.616251,3.448393,6.984568,10.874345,5.108035,7.62463,9.486985,5.115603,2.233205,6.314737,6.073333,13.030992,11.916626,5.146314,4.045188,5.344519,4.983941,9.908969,3.896123,7.3105,10.409349,-0.078697,8.638208,0.419324,17.041497,9.992031,-8.8351,5.791579,6.304372,acc
15.633932,26.432332,5.568305,11.245878,3.611111,9.617188,10.822786,14.447485,13.253622,11.628313,13.513154,13.353352,8.422346,13.518365,12.79631,21.539168,2.875711,36.550157,80.715712,11.452352,13.556086,12.733077,12.114142,34.786694,9.085553,3.141582,26.041779,8.991632,38.2603,11.830983,12.765741,acc
15.077579,19.423557,11.402139,7.660082,12.703704,11.426032,5.343857,9.99963,13.48574,8.87358,12.732536,12.280222,10.198642,9.642792,9.847715,0.700725,7.476173,2.427251,38.93533,9.711024,14.978588,10.529466,8.35142,5.762403,9.821162,2.616709,21.307032,21.49158,6.7703,9.837684,9.937658,acc
13.678718,18.167906,11.277866,10.987563,10.993827,11.631388,3.970288,9.613905,10.864645,7.661303,9.999183,12.083823,4.976667,10.939624,10.494658,1.101736,9.123075,2.063063,30.009549,8.278867,11.760899,11.527898,6.263195,7.501317,8.119915,2.610013,20.335842,19.844115,12.5022,10.870024,10.959171,acc
15.442076,21.697948,13.101755,5.71841,12.601852,11.930631,7.524679,9.45858,12.998416,8.684965,12.592895,12.926731,10.505062,11.049357,12.800131,9.554102,10.496558,20.664095,63.795139,9.369309,12.388262,12.919875,9.666746,30.053093,9.305801,2.149235,23.037724,21.390573,22.0063,12.728534,12.82881,acc
14.533077,23.879387,5.400919,1.784483,5.608025,9.222487,7.497417,10.946746,13.328769,8.810708,10.069486,12.3441,9.692716,11.092975,9.739686,15.408573,-0.304877,25.461796,73.144531,12.961754,11.471692,9.289144,11.222663,21.062341,9.431402,2.163584,23.848094,10.159045,-0.3117,7.822937,8.244988,acc
14.744966,23.766508,4.760086,4.702598,5.243827,10.588524,6.643303,10.524038,11.772295,8.040968,14.274153,10.793934,7.789877,10.210973,11.937952,12.123912,1.060995,22.14601,91.010417,9.774413,11.580199,10.478914,11.138166,16.776527,8.746768,2.292092,23.513959,10.636545,6.3562,8.501227,9.042985,acc
10.451687,12.590274,9.756286,-1.079662,9.697531,8.577742,4.068832,5.804734,5.456202,3.113169,2.92665,9.123186,7.322222,8.627181,8.611481,0.560939,6.844977,2.791355,5.31901,6.104251,5.047309,8.819366,7.788166,2.194289,7.23233,1.50574,14.773393,15.06816,2.4968,7.897398,7.677185,acc
11.647448,17.301606,7.065068,-4.035948,7.308642,9.294412,7.670133,6.418639,8.455749,4.295971,4.574168,9.683047,7.679136,11.966713,12.666749,7.079857,1.59029,0.537666,5.40408,8.591314,3.766638,10.551957,8.982959,2.424918,7.813533,1.807079,18.298669,11.903316,-4.4207,8.165694,8.238783,acc
19.050727,23.672963,12.253565,-0.244699,10.441358,12.150138,4.688339,6.012574,12.990607,8.233775,10.664908,17.785596,6.42679,17.577365,10.934993,14.331379,3.193736,-4.510543,-8.355903,7.794679,11.012876,18.476698,11.553846,-9.175662,8.878857,4.661033,25.891738,16.167153,-13.3504,18.321697,18.757678,acc
13.028516,18.360351,9.398386,6.544451,11.509259,10.846253,5.772514,5.828772,11.185491,7.109654,11.353448,11.026094,7.329383,11.084252,9.493056,-1.370428,5.414141,-1.433763,21.474392,8.210222,11.687934,10.619756,7.321657,10.327905,8.937267,2.431122,19.589821,18.53467,10.9131,9.438532,9.740528,acc
13.073184,19.799078,9.075812,7.355468,8.453704,10.523623,4.041436,9.657175,9.391014,7.724446,10.718936,11.498698,9.230123,7.5264,10.27108,1.177158,6.772072,8.094737,47.306858,8.956334,12.717207,10.187608,8.222426,6.277131,8.339591,2.69324,21.501097,17.546372,5.2009,7.539237,7.865677,acc
13.094141,17.437388,11.149137,14.368054,10.441358,12.181323,3.441721,13.199704,12.587144,11.365468,14.845496,10.911607,5.349506,8.44146,9.929282,3.097194,9.434048,3.712422,25.311198,7.981973,17.405864,9.479293,5.900592,8.189624,7.800581,2.231505,19.870078,21.522031,9.0035,9.33195,9.739193,acc
19.737636,26.271862,10.335335,4.230056,11.388889,13.109452,5.06928,9.559172,16.30206,13.865738,15.902497,20.558615,6.304198,17.47888,12.066116,19.69717,-1.613443,-3.287994,13.556858,8.848713,16.861449,19.415387,9.823669,-4.061002,8.807849,4.382972,27.830788,14.067101,-1.7293,19.782163,19.781413,acc
18.863259,24.475015,12.116391,-0.584313,9.722222,11.26372,5.33192,7.014053,11.864305,6.641969,12.709126,13.629668,6.994815,16.309917,12.07832,17.95019,5.825436,8.993067,20.551215,8.010722,10.228057,15.326233,14.927574,3.462649,10.424708,4.448342,26.269282,15.077899,0.6156,15.556324,16.364587,acc
15.636725,18.947948,10.254081,5.493712,11.37963,10.957596,4.715934,7.961908,11.994228,6.430097,11.613184,11.953407,7.370617,9.811754,9.464744,-0.999691,7.552671,0.647669,30.867188,7.066359,12.92419,11.142031,8.638876,5.771932,8.642979,2.65912,20.389015,17.183507,5.5465,11.325728,11.349092,acc
13.773798,21.068858,8.796491,6.457934,7.938272,10.098542,4.362334,9.377589,9.97646,7.329908,11.413644,12.632133,6.687901,8.078742,11.14497,3.984459,5.567194,5.181413,46.006076,9.336577,13.123794,11.513571,8.010296,7.963709,8.097437,2.51148,22.056212,16.785017,8.4907,8.64517,8.930664,acc
10.845182,18.344884,5.356258,5.459839,4.820988,8.593566,3.656847,8.457101,9.892033,6.672931,11.719605,8.539612,3.966173,8.321855,8.31324,10.182212,3.549634,22.289736,66.656684,7.909841,8.801794,9.293631,7.64432,22.342685,7.35741,3.125,17.918188,9.096493,19.0442,7.389546,7.961938,acc
14.348883,19.513087,10.511822,12.789847,10.632716,12.476372,3.936293,11.267382,11.787234,8.202001,14.5,10.004875,6.013827,8.472452,10.982618,4.544887,7.464396,10.079087,45.776042,9.417287,14.794705,8.338776,7.821124,11.815138,9.168637,2.484694,21.033412,21.054566,13.3653,7.324625,7.708578,acc
15.909355,20.30354,12.130794,8.691913,12.145062,12.612619,5.012535,8.202663,11.972612,6.909005,10.512039,13.37133,7.623704,10.66506,11.516067,0.770048,7.862479,-0.280387,32.965712,10.110567,13.550637,11.97513,8.947751,3.728108,9.721372,2.855548,22.29049,21.165608,8.4444,10.671642,10.890656,acc
14.273829,17.054581,9.314083,-7.206264,9.694444,8.585596,6.63071,7.49963,10.153689,3.563548,5.728523,9.740886,6.552716,10.235537,8.655161,3.226468,4.92355,7.218562,15.549479,10.628735,4.221499,8.895653,8.230769,8.919959,8.498096,2.154337,19.395204,15.420486,8.4988,9.401799,9.056874,acc
