@relation 'sample-weka.filters.unsupervised.attribute.Remove-V-R13,22,68,74,131,220,221,259,261,263,267,276,281,284,295,316,317,318,320,340,341,343,347,389,392,397,443,506,512,520,521,533'

@attribute X13 numeric
@attribute X22 numeric
@attribute X68 numeric
@attribute X74 numeric
@attribute X131 numeric
@attribute X220 numeric
@attribute X221 numeric
@attribute X259 numeric
@attribute X261 numeric
@attribute X263 numeric
@attribute X267 numeric
@attribute X276 numeric
@attribute X281 numeric
@attribute X284 numeric
@attribute X295 numeric
@attribute X316 numeric
@attribute X317 numeric
@attribute X318 numeric
@attribute X320 numeric
@attribute X340 numeric
@attribute X341 numeric
@attribute X343 numeric
@attribute X347 numeric
@attribute X389 numeric
@attribute X392 numeric
@attribute X397 numeric
@attribute X444 numeric
@attribute X507 numeric
@attribute X513 numeric
@attribute X521 numeric
@attribute X522 numeric
@attribute Lable {acc,unacc}

@data
14.391104,22.320494,2.749765,13.717777,2.808642,9.694525,2.358176,12.435651,11.555681,10.589643,16.840592,9.989584,3.303827,8.42562,9.630095,14.856885,0.075969,26.997702,142.809028,7.061222,14.056472,9.334883,9.21787,34.610183,4.995417,3.369898,21.643992,7.285938,41.8227,6.097169,6.526497,acc
18.230471,24.403331,10.728795,4.143101,12.876543,14.64007,6.818872,8.870562,17.175532,13.808004,15.900416,18.866925,6.131358,17.651286,13.239481,10.413579,3.850675,2.329432,16.171007,11.145631,17.701678,16.940906,8.152544,0.3859,8.95305,3.040497,25.752476,16.979705,-5.5036,17.09855,17.347498,acc
13.952105,18.842058,10.505536,6.914881,11.376543,11.452414,4.72431,8.934911,10.560435,5.819632,8.817702,12.766565,9.27,9.796602,10.442267,2.770476,5.488516,2.281727,38.90842,8.490928,11.625772,11.324989,8.319822,3.797557,8.534001,2.441327,20.155377,17.436181,4.4793,10.311343,10.509354,acc
13.903137,19.29536,10.320933,10.061341,10.064815,10.65539,4.133151,10.788092,11.706202,8.512574,13.935865,10.000249,7.301481,8.140496,9.712032,5.176017,8.568752,9.624284,49.351563,8.704473,14.52527,8.70599,6.914793,14.392093,8.791762,2.681122,20.761726,18.898785,19.2431,8.524947,8.825841,acc
20.588152,26.011303,12.324029,3.51526,13.851852,12.79345,5.331708,8.931953,15.888072,11.463494,14.294441,17.723518,7.224815,18.126722,11.409352,15.303841,2.710093,8.455354,13.391927,9.045245,14.391541,17.503244,11.254734,1.709052,10.747447,4.472258,27.602251,17.336597,-8.2427,20.313455,20.216867,acc
14.455253,18.749108,9.943892,11.859596,11.765432,12.188104,5.462828,7.600592,12.477365,9.733234,12.91201,14.117424,7.686914,11.384068,11.006821,4.439203,4.492184,-1.873168,32.489583,7.812871,14.840085,13.325151,6.79071,-1.245107,8.096659,2.366709,19.841823,17.050972,4.4003,12.414217,12.298564,acc
15.897054,18.558596,10.852411,5.344584,12.768519,11.970846,5.09371,8.468195,13.515392,8.211871,14.378493,11.922438,5.328272,10.63315,9.214785,-1.522782,5.577216,-5.694906,14.883681,8.072156,14.242429,11.125487,7.816627,-2.991824,9.302778,2.863839,20.343108,18.562222,-3.3187,12.790923,12.685279,acc
14.703557,16.082838,14.056436,6.309114,12.891975,11.653666,2.598302,9.788092,11.179833,8.209438,8.133026,11.583435,4.897778,10.765152,8.369699,4.849251,13.435279,16.647455,32.736111,7.399307,12.346402,9.822935,6.345089,23.526663,7.553582,3.048469,18.799612,19.176858,31.4787,10.571042,10.69257,acc
13.610434,23.061273,1.71885,8.296297,1.373457,6.516675,7.419461,6.717456,8.117813,9.528259,14.636891,11.215069,5.825185,7.717401,8.690623,17.111605,8.926707,80.795456,243.574219,5.492813,10.445602,10.251298,9.840828,84.628368,4.693082,3.873724,20.04796,4.625799,123.3132,7.037525,6.550155,acc
17.848322,20.272308,16.492212,8.213987,15.694444,9.88605,6.428957,8.83284,13.912177,10.777447,13.833086,13.97169,3.645432,17.263545,9.164407,10.238942,12.061133,1.077436,9.619358,7.556721,13.099392,15.617052,9.086746,2.466707,9.927138,4.395089,24.139471,21.49849,8.3312,20.269822,20.076517,acc
19.654984,22.580458,18.815256,2.950856,16.188272,13.606621,4.020139,9.506287,11.210955,8.136155,13.873811,16.810803,5.457284,14.09596,10.649367,7.141023,14.830343,9.767437,40.407552,6.883024,15.921103,15.604779,8.49142,20.582465,8.25255,4.030931,25.895093,25.866771,25.0571,18.739359,18.760457,acc
15.283945,21.882213,10.756755,15.474909,10.685185,12.044621,7.732051,12.126849,14.887732,10.58099,13.214402,11.354598,7.436543,12.808999,13.464374,4.35893,5.934338,-3.839175,36.911458,13.61198,16.157841,10.572772,9.647219,11.198421,11.688076,2.204401,23.374377,19.552205,17.9912,10.339661,10.469215,acc
15.02394,19.393664,7.279931,7.123733,9.067901,11.111759,3.673066,9.963018,13.722273,10.412791,12.002304,12.22867,5.762346,10.64876,9.252096,-3.19717,0.942001,-14.763485,2.942274,9.450184,12.858314,11.064014,6.926095,-14.078084,8.145947,2.853316,22.057928,17.159045,-15.2824,9.482287,9.429847,acc
18.263919,21.593843,13.053856,-1.220033,10.407407,9.547356,4.505459,8.186021,14.908895,10.562872,15.372993,14.053573,4.049383,12.914371,9.388067,12.8978,9.140643,1.714851,17.980903,7.729381,13.776427,13.902952,8.535385,-0.849189,7.705656,4.066964,24.553117,18.821372,-1.012,15.088057,15.457638,acc
11.630263,18.026621,8.717067,7.608966,9.388889,9.03425,4.285481,6.754438,7.352196,4.069767,9.162827,11.201274,7.130741,8.004132,9.972715,0.543472,3.582288,-4.96995,17.665365,6.855123,8.930748,11.171659,7.341361,-5.145743,8.011871,2.541135,19.325686,14.964618,4.7363,10.145576,10.536434,acc
12.356955,18.761898,7.682023,9.444569,9.447531,11.584262,4.082188,11.049926,12.468651,9.881963,6.807372,11.62626,5.56716,13.022957,11.479742,8.21063,4.154793,6.132963,20.71875,9.177891,11.307919,11.727779,8.468343,5.55498,8.463226,2.016582,19.639091,12.232622,5.2451,10.153248,11.082551,acc
12.823965,18.225164,9.915932,9.173588,11.367284,11.095811,6.423077,8.596893,11.769805,7.237696,11.400416,10.413878,9.206667,9.802801,10.939596,5.19176,4.317487,-2.80087,18.402778,9.444858,12.717496,9.563852,7.500533,2.458794,9.801163,2.05676,19.239644,17.420486,7.546,9.717298,10.081331,acc
13.228893,19.059935,9.603537,10.985417,9.537037,11.235363,4.253326,8.727811,12.158895,8.549081,13.244203,10.225346,5.848272,8.851469,10.189185,4.681296,9.593763,17.354055,56.436632,8.679117,13.652151,9.124459,8.163491,21.36701,8.280105,1.828125,19.80681,18.715451,21.9527,8.864412,9.0388,acc
14.503109,20.519036,9.196754,9.38739,9.37963,10.256239,5.550619,11.77145,11.657764,8.311114,12.620764,9.844155,6.202593,8.888889,10.828197,6.980166,6.600089,16.776361,79.60026,9.337049,12.435137,9.181607,8.066923,21.755563,8.999251,2.895408,21.760617,17.687882,17.9842,7.736799,7.895403,acc
13.590282,17.830904,9.763089,4.625144,11.037037,9.685346,4.336005,7.147559,9.081258,6.601947,10.581525,13.553601,9.474321,8.705693,9.343113,0.302533,5.256467,2.47149,33.764757,7.516401,11.748071,12.101427,7.756509,4.101994,7.955144,2.525829,19.394637,17.058715,5.9456,9.385071,9.268849,acc
17.377036,20.024093,17.487474,-6.934872,16.320988,13.791588,3.564979,8.893861,11.290629,5.516766,8.868534,13.26759,5.425556,15.599403,15.436103,3.081118,14.901348,4.0502,-4.167101,8.07668,6.073351,16.247621,8.467219,1.626915,9.847682,3.442921,24.2096,27.513021,7.0648,15.423225,15.453544,acc
6.646493,8.820048,5.423813,3.034641,6.935185,6.239064,2.942282,7.921598,9.471028,7.894673,6.288644,5.322382,2.319012,6.933884,5.410955,-0.75327,3.570757,-2.068946,-1.935764,6.122255,8.642409,5.635489,4.108284,-5.585892,6.029677,0.968431,10.24974,9.973993,-4.7429,5.067795,5.338031,acc
6.862573,10.017103,1.023034,5.639626,1.722222,3.892084,2.967864,2.552145,1.787574,0.987155,1.719159,3.248172,4.050988,5.766529,7.08658,3.163555,-0.303605,10.360752,46.665365,4.28193,0.311921,4.120404,6.843905,14.201025,3.496431,1.379464,10.184217,4.052274,19.4616,2.505337,1.983873,acc
13.795149,17.289857,11.436057,10.818392,12.138889,12.047619,5.9427,8.176036,10.885129,7.448891,10.504236,10.955734,7.612963,9.637741,10.893121,2.79082,10.711404,10.14763,33.602431,8.912126,12.811728,9.682742,6.771834,17.09907,8.558122,1.701849,18.793777,20.504288,18.1778,10.080214,10.122282,acc
9.292348,14.570345,3.487099,4.420339,3.932099,6.769585,5.510541,5.262944,8.548438,5.144402,5.740413,7.744875,4.262346,8.34596,8.076553,5.112842,1.62121,12.781626,36.68533,7.036266,6.005015,8.290063,7.762071,13.13983,6.036944,1.549107,14.199188,6.79599,5.7729,6.075386,6.374339,acc
14.687161,18.060083,11.540674,6.188169,11.564815,12.014386,5.185125,12.137574,12.889769,9.221741,10.740785,10.548144,7.148272,10.20225,8.901216,0.857004,8.472618,4.681391,27.539931,9.690829,14.131559,9.147437,8.461361,10.462024,9.672105,2.526148,20.784535,21.013212,5.7562,9.004778,9.19777,acc
16.32245,19.468174,11.57736,1.865613,12.802469,10.606898,4.870379,6.543269,11.050362,5.873039,11.630276,11.602327,7.875309,9.583333,8.569486,5.275375,7.130398,5.906619,26.205295,7.488076,11.839892,10.592939,8.324024,7.607566,8.823145,3.191008,21.308201,18.931806,3.8738,12.902819,12.67723,acc
11.972731,18.732302,3.759852,7.187614,3.935185,8.516485,10.515591,10.335799,14.856383,10.105733,10.654727,6.174404,3.839259,11.42011,11.206731,11.848954,1.760415,14.077795,66.894097,11.379913,9.663773,7.237078,11.362071,24.481946,8.870692,0.629783,18.035547,7.076337,20.6384,6.10757,6.972609,acc
18.820193,21.298037,15.081723,0.991336,14.407407,12.415457,4.05833,9.281435,14.52852,10.05192,13.018802,13.768172,6.138395,13.878788,10.331114,15.720297,13.459842,25.319086,53.733941,8.525851,14.083864,12.101373,8.191598,26.795316,9.079361,4.889031,23.284398,21.643958,26.6299,13.024484,13.174834,acc
10.946306,15.826889,8.464581,9.222267,9.916667,9.804639,7.177691,5.72818,7.503056,5.204164,6.543921,8.45133,8.997037,8.656336,10.158531,2.214102,6.004108,3.171588,35.53776,8.248775,8.575328,8.295253,7.402604,11.234927,8.501804,1.420599,16.855009,17.079948,9.6679,6.641944,6.842101,acc
14.75075,21.30577,9.215847,11.326624,8.904321,12.505963,4.188159,12.873891,11.70722,8.281368,11.368534,11.664127,8.09321,8.860422,10.78764,2.097765,6.712331,12.428827,57.614583,10.753016,14.576871,10.075908,8.991006,9.929312,8.957664,2.621811,22.908267,17.90474,12.8886,8.167511,8.535354,acc
14.346097,18.702707,10.84575,12.714067,11.42284,12.907939,5.683004,8.701183,10.421231,7.030827,12.165502,9.904848,6.958889,8.960744,11.100304,1.049191,9.438411,14.898435,52.625868,8.448817,13.895158,8.436635,7.438166,20.695427,8.604275,1.871811,19.859884,20.526372,27.0605,9.199129,9.436444,acc
3.521225,5.56157,1.637315,-0.814514,1.493827,2.839823,3.889033,1.651627,2.037121,0.305435,0.85055,2.461939,3.039753,4.429522,4.793475,-2.653234,-1.278839,-8.010237,6.859809,3.199288,0.455054,2.9754,3.344379,0.344479,2.697561,0.482781,5.593594,2.19776,6.1132,2.319741,2.471849,acc
13.345514,18.872397,8.475934,5.249513,8.753086,9.190365,5.542817,11.348743,11.991172,8.846674,12.805217,9.75687,6.622469,7.601928,8.337442,1.599239,4.972743,1.890277,50.261719,8.842916,13.53506,8.780547,7.784201,11.076828,8.619884,2.251276,20.380392,16.67875,18.7605,7.917814,8.123339,acc
17.105369,21.410619,11.859495,4.149213,11.166667,12.17643,3.348117,11.694896,14.677116,9.271363,11.697681,12.712881,4.749877,12.03742,9.72666,4.77679,6.192748,-1.173413,24.342448,9.946484,12.666667,12.996161,10.099467,2.565825,9.717302,3.348533,24.344725,19.624792,8.3057,12.580015,12.742374,acc
11.55764,22.387567,2.047195,15.139443,0.688272,8.709474,7.248931,14.004808,10.326279,8.322877,11.353894,8.246233,4.961728,7.92034,11.186678,11.481986,-0.322272,23.229543,122.870226,9.898035,10.60841,7.452963,11.252189,33.983491,7.326136,1.782844,21.388515,7.008993,44.4265,4.094951,4.808264,acc
22.7025,27.997472,9.314881,1.711683,10.604938,9.609812,4.408255,12.963018,17.334314,13.537994,26.393133,13.520776,2.667531,13.060606,8.90701,30.147384,-1.396331,6.764452,53.209201,8.238995,16.143326,13.956153,11.498462,0.623978,9.290441,6.649872,29.526057,10.420955,0.6726,23.381464,23.039663,acc
16.799733,21.368977,19.203603,1.187998,17.762346,16.020275,1.788265,5.164571,9.095518,4.23675,8.093193,18.086288,6.321605,17.221763,12.571376,7.56742,11.340906,-3.903433,1.760851,6.025309,9.522569,19.581261,9.773018,-0.110209,9.70103,4.669005,24.551875,23.344045,10.7173,19.520064,20.255902,acc
13.793516,15.559935,10.183993,3.334326,11.932099,9.881539,4.631314,7.557322,11.697714,5.896431,10.047785,9.401357,6.063333,9.62764,7.921269,-3.271153,7.490737,-4.711039,14.134549,6.703601,11.710745,8.721075,7.676923,1.190447,8.560596,2.023916,17.01074,16.371198,1.5457,10.704967,10.659528,acc
17.394765,24.263385,14.183383,5.181548,15.87037,14.58152,4.905381,10.921598,17.782933,12.603705,14.11794,16.96759,5.075309,16.893251,12.714168,9.952652,7.001114,0.442622,33.950955,10.596757,14.853347,17.141869,9.901598,10.678708,11.315223,3.814413,25.757172,20.15974,11.3364,18.055693,18.597263,acc
13.150999,18.993159,8.089886,3.769685,9.808642,10.572734,5.703178,7.81287,11.277048,7.310168,9.642836,12.84759,8.143827,10.632691,10.987221,-1.826029,0.720836,-12.582255,10.319444,8.951174,9.833285,12.643382,6.797633,-10.386937,8.055979,2.471939,21.105833,16.107361,-7.3577,9.565203,9.61471,acc
17.720285,23.425193,11.484753,-2.003087,9.700617,11.326998,4.030748,9.679734,13.685718,9.820579,12.949837,14.540471,7.274938,10.815427,11.898504,13.02585,7.352545,16.795465,64.03125,9.436705,12.036603,14.23989,9.825385,18.492945,7.849699,3.441964,25.557881,16.574566,26.2685,12.158307,12.069989,acc
13.030757,18.102915,6.296444,0.072939,6.169753,7.589941,5.840914,5.105769,11.13694,5.392509,6.475773,9.94651,5.113333,12.644399,9.899408,10.385113,0.069242,4.038891,25.482639,7.731761,6.68533,9.667928,9.879704,1.348536,8.264141,2.701212,18.221685,7.88684,-5.3228,8.044867,8.395052,acc
15.834798,23.524093,10.93723,13.701546,10.925926,11.501813,5.137398,10.261464,10.586125,8.099648,14.236103,11.858753,8.910494,12.137052,11.195636,10.57157,9.578841,31.657945,116.277344,8.846121,11.529225,10.87846,9.912544,30.822705,8.369032,3.988839,23.74425,15.94151,41.0669,11.135349,11.409297,acc
16.516941,20.433373,10.649137,-0.086301,11.296296,10.746033,5.797764,8.654956,11.88694,5.123986,7.088659,10.282022,8.606543,14.591598,11.333662,-4.562247,3.889553,-16.776475,-6.836372,11.355453,6.999084,11.735997,12.078994,-9.437077,11.147383,2.261798,22.958968,18.077517,-7.7351,10.131846,10.060566,acc
15.440112,25.158983,8.280071,8.401095,6.765432,12.692996,4.112919,10.216716,10.445903,6.093699,15.684676,12.566094,5.991605,11.506657,12.916708,16.694994,1.547281,11.256508,53.667101,7.79779,11.286892,13.519247,12.477811,6.233675,9.8125,4.293367,25.063478,13.889583,-2.4742,11.037259,12.101825,acc
15.656877,20.917757,11.255395,7.413618,13.527778,11.83547,4.455437,9.268491,16.437528,12.616144,15.301427,14.110997,4.641975,15.738292,11.276833,14.061962,6.054789,6.269551,13.610677,9.348784,14.685475,15.778276,8.801361,3.212006,10.08564,3.631696,22.058842,15.739722,-2.8399,16.08744,16.628186,acc
15.526938,23.375967,8.653781,19.612866,9.546296,10.275908,9.019935,9.543269,11.200091,4.719578,4.999851,9.069169,7.127284,14.490129,13.35092,3.228407,1.773822,4.219792,30.827691,12.55361,3.995708,12.555471,17.381479,14.458168,13.819835,2.936224,24.643595,13.79191,3.7347,9.054023,8.920142,acc
14.808894,20.247769,9.140036,10.764525,10.351852,11.365733,5.126798,7.987426,9.990267,5.693483,12.958011,11.15036,5.434691,9.441001,10.240672,-0.923603,4.163533,-0.664125,50.630208,9.444622,11.384549,10.161062,8.851716,5.877895,8.913407,2.747768,21.216584,17.883663,14.6958,8.871737,9.097263,acc
14.20549,20.649465,10.060283,9.550752,9.243827,11.560606,5.021186,11.605769,12.258148,9.177934,10.930886,12.630194,10.212593,8.695133,10.649778,0.836338,8.688334,14.025984,51.543403,10.588274,14.637442,10.541847,7.921124,17.904313,8.444887,2.233099,22.405228,19.851701,27.8141,8.813916,8.975287,acc
16.381415,19.54298,11.558266,0.59824,9.225309,10.380807,2.32376,7.788462,11.312811,6.681585,8.87552,11.202244,5.375556,11.648072,8.628945,11.563615,4.002096,-5.456159,-8.6875,6.397186,8.554157,10.865971,8.841953,-9.467009,8.102036,4.142538,22.122469,15.524844,-2.4888,11.792901,12.154978,acc
10.112312,20.247026,5.51656,9.172856,6.228395,8.678505,7.187771,6.644601,6.75464,3.899676,9.521626,8.845817,9.066296,9.37213,11.605358,7.12327,5.576045,32.363942,120.082031,8.452305,6.366368,8.941393,9.866864,34.36954,8.536301,2.654974,18.945329,9.684323,32.5063,7.402883,8.039501,acc
13.792711,17.538965,10.880512,3.266082,11.521605,10.81998,4.152749,8.568417,9.305115,6.057058,10.853151,9.954986,7.660123,8.35652,8.52371,2.51239,6.046179,3.780335,31.168403,6.862829,11.135754,9.374135,8.243964,6.361645,8.848171,2.801977,19.181904,17.235521,11.2802,11.065117,11.089941,acc
13.455301,17.631321,10.156643,3.589583,11.018519,10.662698,4.588871,8.925666,10.510412,7.502975,13.260181,9.504432,6.307654,8.87741,8.314555,0.907265,5.694463,2.117242,33.369792,7.133472,12.646267,8.980158,7.737515,6.731049,8.855361,2.720344,18.988957,16.37092,10.2525,10.847264,10.854193,acc
8.790375,18.600535,6.684275,1.781759,7.765432,8.909055,7.046321,7.690089,6.469443,4.249324,7.237886,10.309474,9.998889,9.672176,11.786284,2.862366,1.800405,-1.462619,27.264757,9.904821,6.545235,10.16582,9.170059,10.191138,10.905953,1.860651,17.92582,11.786476,7.3226,8.281164,9.223508,acc
15.633553,23.121951,5.897823,-6.778116,6.694444,11.289146,12.626613,11.191568,10.353893,4.78921,5.645734,8.121911,8.590741,15.603076,15.539324,3.439405,-2.453748,-7.74235,12.943576,13.836813,3.724778,9.890463,16.941893,2.21763,13.078731,2.33801,24.302391,10.514375,-9.7344,8.359972,8.603714,acc
11.118759,16.995836,7.44544,1.59829,10.04321,9.717955,5.700323,8.738905,9.379244,6.559897,6.021329,9.865235,9.861235,11.266529,11.107659,0.345398,3.469807,-7.159858,-2.63151,9.285889,8.39212,10.258434,8.241006,-11.214903,9.370121,1.648916,18.3428,12.924913,-15.7361,8.800468,9.289748,acc
14.139976,14.580607,9.449709,4.996049,10.07716,8.638248,2.154461,7.098373,11.446809,9.537453,10.920184,12.74903,3.698519,8.841368,5.590935,-3.063032,4.274393,-13.054927,4.671007,4.76831,13.843364,11.119431,4.136272,-11.882863,4.395347,2.969707,17.430584,12.910017,-12.3774,13.179607,12.536989,acc
12.427266,17.171178,11.587962,12.252663,12.194444,12.039427,4.785021,10.83358,9.435831,6.389805,9.351293,10.268532,8.350864,7.922176,9.831649,2.064614,8.472393,5.016207,32.961806,7.79211,12.934269,9.147762,7.354675,13.129939,9.168111,1.957908,19.690309,22.514844,13.3485,7.92911,8.191449,acc
15.308507,22.23022,5.540955,-4.094396,5.358025,9.608148,8.920704,11.06324,12.12234,6.974175,6.184081,9.252105,4.496296,13.050735,13.479043,2.723876,-0.124249,1.334995,28.902778,10.899614,6.674479,10.096237,13.148284,2.038344,9.809066,2.21014,23.115293,10.621753,-5.7023,8.469413,8.83862,acc
13.130586,19.251785,9.983205,11.393023,10.271605,10.636359,4.808968,12.188979,12.333975,10.583423,14.081674,11.110222,5.647531,8.493343,9.748603,2.468419,6.800062,1.04954,37.824653,8.566359,15.901138,10.420145,6.371361,4.751155,8.805379,2.36926,21.102222,19.24401,12.3054,9.843306,10.09777,acc
15.278926,18.64768,10.493385,9.039708,11.496914,12.425997,6.336124,11.817678,15.084541,10.872093,10.892018,11.863075,5.067037,11.348944,9.93372,0.09937,7.42909,1.273463,14.996962,11.899142,14.658468,10.163062,6.76142,-2.6629,9.348737,1.871173,21.364349,20.039583,-0.324,9.860868,10.023152,acc
13.674284,19.357971,10.685541,9.675978,10.802469,11.731026,5.846022,8.447485,9.187641,6.158734,9.494278,11.967756,8.576173,9.130624,12.103016,2.596314,6.603499,-0.927833,27.38151,8.430107,11.517265,11.454531,8.178284,1.774614,9.113199,2.482143,20.963561,19.967622,2.744,8.802359,9.127225,acc
15.453888,18.603956,10.077735,4.866109,11.515432,11.564336,5.529866,8.829512,12.563038,6.232558,11.057372,11.206482,7.97679,10.735996,9.184213,-1.196968,7.445269,0.684022,20.057726,8.087049,12.628472,10.431607,8.862189,6.020343,9.251908,2.477679,20.092655,17.108073,1.6841,11.088831,11.086215,acc
12.591174,19.082986,7.750938,12.996083,8.395062,10.827393,5.39246,11.420118,12.072091,11.25649,14.724955,9.292881,6.404198,8.358586,10.107495,6.015898,6.895537,15.616722,69.485677,8.289518,16.251736,7.907331,7.498698,22.622315,8.361182,1.948342,19.639049,16.053906,26.3622,7.418371,7.90485,acc
12.073665,15.600089,7.961156,8.12472,7.570988,10.371579,4.939759,7.804364,10.606157,6.151433,7.022221,8.76831,4.952593,9.903581,9.773052,2.717111,5.557573,7.050691,29.519965,8.45723,8.705247,8.415333,7.60787,7.344239,7.169333,1.708227,16.275587,11.394583,9.7929,8.14055,8.552928,acc
13.186593,17.617341,5.514684,5.272472,6.645062,9.15938,7.889922,8.236317,12.423268,7.597756,8.085315,8.29349,4.640494,11.132691,11.455498,2.7383,0.66638,-1.068911,23.851128,9.582571,6.281973,9.587911,8.350473,-4.106633,8.163791,1.64764,18.536985,10.272604,-6.1244,8.239764,8.268517,acc
15.121954,19.782124,8.533684,0.160688,7.83642,10.384764,5.167363,6.471154,8.29244,4.636019,5.596834,11.483712,6.960864,14.624885,12.353427,4.63346,5.569715,6.941462,32.088542,8.414153,6.522184,12.620837,11.545858,13.275218,7.809889,2.929209,21.473755,13.126892,4.0184,9.327714,9.202456,acc
16.964856,23.067519,10.949944,3.367621,9.783951,11.128137,6.237232,9.279956,12.724536,7.04516,10.764194,11.888809,6.562593,13.28742,14.466839,10.602735,3.131902,1.909622,14.621094,10.139858,8.297116,13.164792,11.497278,0.589109,10.593263,3.459184,24.466771,14.40842,-2.0528,14.63548,15.244334,acc
13.180588,17.541196,10.983627,12.551845,10.787037,12.559623,3.387781,10.893491,11.516184,9.480395,12.037455,10.820471,6.385556,8.886593,11.22666,-0.003139,8.026403,3.023236,22.901042,7.836507,14.69401,10.004325,6.564675,6.646781,7.793173,1.973852,19.736242,20.394826,5.9165,9.374223,9.715668,acc
13.797445,19.245985,10.693986,10.488533,12.861111,12.355938,6.473438,8.960429,10.433115,6.553678,11.150268,11.501247,13.01963,10.611111,10.761259,1.908228,4.230357,-4.324933,29.015625,7.157013,12.209105,10.561689,9.428107,7.235286,10.002043,2.431441,20.563179,18.931545,7.5175,10.175746,10.398887,acc
14.397227,19.177573,8.220961,3.928994,10.009259,10.555322,5.851984,8.905695,11.880149,7.872634,9.74673,12.671274,7.77358,11.034206,9.807076,-1.935791,0.57467,-13.937435,14.812934,9.292346,10.430266,11.993188,7.621598,-7.066976,8.572066,2.712054,21.363461,15.761701,-6.5328,9.787259,9.916791,acc
13.725129,18.491672,10.32492,9.478182,12.024691,11.272838,5.509343,9.131287,10.711408,6.892509,9.802319,13.202687,9.822222,10.064509,9.925994,0.595006,6.140918,1.841411,44.313368,7.75443,12.554157,12.016382,7.730178,4.883257,8.24214,2.544962,20.165033,17.609497,4.0709,10.746917,10.724465,acc
14.6155,17.752974,11.401858,4.750018,12.197531,12.955855,5.250941,8.411243,11.416704,6.771363,10.522072,10.892022,8.153827,10.207071,9.5994,4.031641,8.415566,9.177194,23.759115,9.419997,12.82663,9.231293,8.660118,13.112345,9.501683,2.151467,19.552374,20.936285,6.3873,9.478368,9.506366,acc
2.197166,2.5,1.388394,1.070059,1.055556,1.655311,1.88319,0.383136,0.475894,0.008789,-0.347057,0.071524,0.918519,3.438017,4.12689,0.247527,1.671677,1.049163,5.851563,2.17841,-0.259163,1.072881,3.032308,0.118271,2.289575,0.133291,3.077539,2.857604,1.0308,0.13616,0.032114,unacc
9.395334,11.298186,7.923907,1.203732,6.441358,6.803967,0.785682,7.465607,6.237325,3.581801,4.62225,6.037313,1.215926,5.996556,5.626931,1.075339,6.532444,2.284694,9.901042,4.624658,4.608169,6.423929,4.813669,4.099434,4.989736,2.545281,13.567759,12.897691,5.5965,6.619364,6.764806,unacc
5.172374,15.458507,1.215988,3.809258,3.716049,7.126501,5.941272,2.35466,4.261204,2.631558,5.840815,7.154488,7.280617,10.194444,9.846606,1.159346,-3.456402,-5.669294,10.68316,5.103497,2.951775,9.239728,8.338698,-2.8047,8.377831,3.183036,12.889941,5.576858,-7.0917,5.428101,6.470967,unacc
2.728317,4.751338,0.860809,0.239245,1.509259,1.521895,3.305991,1.821746,2.315754,1.943483,1.251115,1.546316,3.36,3.348485,3.012697,3.127598,0.488118,1.429019,16.983941,2.229711,1.592014,1.818663,3.13284,5.13218,2.893531,0.19611,4.298631,1.657934,-3.3306,1.088621,1.318838,unacc
2.983604,3.274836,-0.042081,-0.244628,0.598765,1.323487,1.512016,0.971524,1.635469,0.709573,1.325877,1.299086,1.026543,2.59573,2.040927,0.994721,-1.174872,-1.094878,-3.958333,1.765977,0.380642,1.535359,2.31142,-5.899932,1.74294,0.48023,3.596245,0.607413,-9.8044,1.818153,1.586623,unacc
12.653966,18.699286,3.376759,6.459767,4.993827,8.520972,14.150683,9.407544,8.325826,5.234721,1.93802,4.681025,8.644691,16.151286,14.559089,5.317943,1.905824,12.675899,77.496094,13.145089,1.103588,6.527574,14.32355,28.649643,10.805778,1.374043,19.309175,8.452969,32.424,3.751106,3.608312,unacc
3.295157,4.521862,-0.094577,-0.128765,0.580247,1.34385,1.989693,1.200444,2.225781,1.721606,2.209275,2.07036,2.035926,2.556474,1.497124,1.905922,-1.095956,5.930673,14.799913,0.987605,1.846547,2.054931,2.736213,3.359404,1.273312,0.759566,4.212016,0.260156,-5.0072,2.237798,2.095546,unacc
11.635644,17.435901,3.967348,-8.460312,4.512346,7.362882,10.238954,6.23003,9.696695,5.614521,5.925238,7.513075,4.048148,14.417355,11.050501,7.463115,0.081943,13.275551,47.93533,10.294608,2.581019,8.631596,9.354675,16.954426,7.686471,1.73852,17.589735,7.824844,8.9186,6.580465,6.517796,unacc
8.108817,10.630726,5.108135,7.900101,4.271605,6.335917,1.549682,5.441198,5.354685,3.212683,6.768579,5.50831,3.217654,4.001148,6.145957,0.265101,5.524538,-1.960886,4.088542,3.895066,7.013744,5.631163,3.989645,-3.273923,4.051283,1.171875,12.145294,10.935069,-2.8873,5.425229,5.600387,unacc
4.140008,10.545211,3.738929,3.670254,5.824074,4.288823,4.280505,1.568417,2.502829,0.738237,1.339997,5.958449,5.982346,10.030303,7.862138,3.076397,1.215733,-1.44221,1.951823,5.408309,1.575039,7.808932,7.734201,4.142084,8.399772,2.44611,9.962571,7.622066,-1.5706,4.281608,5.126124,unacc
