@relation 'sample-weka.filters.unsupervised.attribute.Remove-V-R13,22,68,74,131,220,221,259,261,263,267,276,281,284,295,316,317,318,320,340,341,343,347,389,392,397,443,506,512,520,521,533'

@attribute X13 numeric
@attribute X22 numeric
@attribute X68 numeric
@attribute X74 numeric
@attribute X131 numeric
@attribute X220 numeric
@attribute X221 numeric
@attribute X259 numeric
@attribute X261 numeric
@attribute X263 numeric
@attribute X267 numeric
@attribute X276 numeric
@attribute X281 numeric
@attribute X284 numeric
@attribute X295 numeric
@attribute X316 numeric
@attribute X317 numeric
@attribute X318 numeric
@attribute X320 numeric
@attribute X340 numeric
@attribute X341 numeric
@attribute X343 numeric
@attribute X347 numeric
@attribute X389 numeric
@attribute X392 numeric
@attribute X397 numeric
@attribute X444 numeric
@attribute X507 numeric
@attribute X513 numeric
@attribute X521 numeric
@attribute X522 numeric
@attribute Class {acc,unacc}

@data
1.729019,4.525431,1.310893,6.269727,0.62037,0.629008,1.681959,1.39497,1.552739,2.950784,3.451323,1.481247,0.656914,1.110882,1.24511,7.551177,8.396554,45.523787,120.137587,0.857338,2.065442,1.039414,1.435444,52.048944,0.130465,0.493622,3.063525,0.34184,87.7149,0.443744,0.396729,acc
5.737312,11.967281,6.201726,-2.44782,8.16358,6.56563,3.426291,1.023299,2.305002,-0.970119,0.18148,5.576981,8.11679,8.78742,8.845661,0.43522,5.682493,8.932941,13.420139,6.525804,-2.247926,7.852671,6.815976,9.152453,8.360511,2.143495,12.002659,12.540573,3.9644,3.595083,3.900516,acc
4.402774,5.964902,0.665979,5.556132,1.453704,3.333312,1.154771,1.632027,2.937981,2.403191,2.886296,4.376316,1.284321,3.684573,3.005917,4.785291,0.571873,13.91795,38.864149,1.209468,3.333912,4.361159,3.046331,12.255747,1.17994,0.87213,5.391166,1.008524,9.3122,3.535803,3.391578,acc
5.682442,6.827781,-2.573513,2.037705,0.040123,2.5414,1.243014,1.912722,4.454052,5.164278,4.591855,5.640942,1.685802,4.059229,2.125329,3.132307,-8.039417,-8.364389,-8.65625,1.494816,5.084684,4.987781,1.998521,-15.753396,0.842998,1.222895,6.788671,-1.577951,-28.2555,5.020432,4.406372,acc
9.796104,11.954045,2.009946,8.370191,1.91358,5.417778,1.931682,5.823964,8.125849,7.588832,10.386891,6.642133,1.539259,5.26584,4.180556,7.189774,2.707426,20.011327,55.513021,3.261076,9.484423,5.636949,3.815266,17.609106,2.589109,2.500319,11.894013,5.237691,34.2323,4.960316,4.745312,acc
7.690112,12.252231,-0.401248,3.753055,-1.209877,5.166858,4.450621,4.618713,3.4622,1.226474,3.874851,3.227645,3.245185,5.822084,8.135602,-2.188086,-2.420676,-6.976983,16.919705,5.813225,3.040799,4.332667,8.183136,-0.778777,5.484002,1.556122,12.395657,4.137222,-9.4481,1.195256,1.463085,acc
4.90395,5.821981,2.900216,0.77416,3.268519,3.926822,0.543976,4.473743,3.135469,3.328691,3.874331,4.525125,1.096049,3.637971,2.735413,4.564768,0.959855,5.434748,15.566406,1.636394,4.814718,4.077152,2.50497,3.595823,1.829543,1.327168,6.536464,3.956528,0.4682,4.546362,4.463008,acc
9.043658,11.203302,0.566101,2.233259,1.126543,4.008586,0.26145,3.558432,5.861928,4.585452,9.004236,5.269945,1.182593,3.454775,2.610988,11.307931,-2.046447,10.619943,49.430556,2.347983,7.430363,3.84894,3.16432,4.733001,2.003154,3.174745,10.928766,2.637066,0.6874,3.565026,3.592493,acc
3.017635,6.013831,0.992259,5.709842,1.648148,2.584643,1.665199,2.746302,1.951335,1.384938,4.715369,1.632078,1.627531,1.12236,2.199293,5.29308,2.748736,26.16044,105.852865,1.97118,2.574122,1.344994,3.470651,27.34623,1.693319,0.973852,5.032067,0.911389,41.8335,0.394048,0.451616,acc
4.854382,6.121356,1.131544,-2.695686,-0.518519,1.83847,0.026767,4.806213,3.061453,2.8702,4.214625,2.492992,0.652963,0.694215,1.892505,5.987765,-0.270727,0.898724,-10.5625,1.404845,3.674769,2.500433,2.319586,-2.703065,1.321084,1.928571,7.048084,2.600469,-9.18,2.544231,2.849339,acc
11.146557,14.84533,-14.679771,16.158801,-5.740741,4.687863,7.225151,7.153846,11.732005,20.978231,15.582937,8.321053,1.875309,7.77135,4.063527,-20.675268,-36.056872,-83.794187,16.616753,4.694269,15.585214,5.430363,3.815385,-102.985412,1.32301,2.441645,14.172956,-16.85625,-103.292,5.342427,4.487958,acc
5.869248,8.455384,1.278429,0.163821,1.317901,2.102476,1.605113,1.373891,3.562585,3.376284,4.499926,5.313047,3.19642,5.115702,2.112508,12.928169,1.044709,20.568381,46.928819,2.220214,4.085841,3.803093,3.056095,17.402059,2.136575,2.314094,7.752066,2.003212,13.9182,3.164778,3.123528,acc
9.619611,13.784355,9.051323,8.741943,7.87963,8.884007,3.846302,2.468565,4.020484,2.554624,6.814878,6.788643,6.21679,7.471993,7.660092,5.82497,16.151764,54.600965,149.101128,4.420044,6.609713,5.558013,5.653254,60.31976,5.397264,1.470982,12.808325,11.551059,98.5535,6.061317,6.125216,acc
6.127146,6.374182,2.016795,-2.278488,2.17284,2.828244,0.832462,2.154216,3.109439,-0.006084,-0.148707,1.549668,1.020494,4.904729,2.384451,2.19069,0.17208,0.769568,1.619792,2.6995,-2.224007,2.280385,3.889408,-0.065296,3.006585,1.44898,7.077616,2.467135,-3.7772,1.940191,1.673023,acc
9.891507,9.072278,6.919685,-2.525328,6.228395,5.21358,1.114761,7.745562,10.103893,7.679557,8.504385,5.693241,0.729877,5.165289,3.26919,4.027004,8.117842,10.323988,-0.241319,4.453153,7.822676,5.34402,2.581479,9.424122,3.439504,1.871811,11.789495,13.233854,-2.1895,7.35478,6.931805,acc
6.990587,9.015764,3.026506,6.174622,3.175926,4.323113,2.166738,5.013683,5.14588,6.095457,7.925163,5.927313,1.215309,4.615014,3.497576,2.911855,4.42567,21.759939,80.241753,2.373621,7.050492,5.22367,3.441893,23.856436,2.380296,1.666135,8.831573,3.423455,47.7491,5.863807,5.583464,acc
3.849001,7.977841,-1.155001,3.218955,-0.398148,1.808385,4.239114,4.346893,2.802626,3.943483,5.925758,3.219972,2.636049,3.180441,2.109015,9.680904,2.657817,33.510718,69.255642,1.972123,3.956742,2.771788,4.457041,34.872009,2.259017,1.847895,6.584783,-0.566927,24.5942,3.364982,3.261318,acc
3.327942,6.189917,1.922218,6.753331,0.092593,0.980536,3.676503,0.744453,1.933454,4.312466,3.730678,3.044488,1.983951,3.054408,1.63215,4.874435,13.117404,59.085433,161.360243,0.811222,2.652585,2.285035,2.251065,69.607526,0.440835,0.983099,4.208934,0.652604,134.7528,1.595603,1.221084,acc
5.558799,7.043575,1.610152,1.177519,0.700617,2.930715,0.709296,5.778107,5.672476,4.660087,10.232536,2.733823,0.161728,1.163682,1.821869,2.222033,0.362975,-1.128766,14.914497,2.775521,7.00053,2.264003,1.90355,-3.470742,1.821231,1.273916,7.888447,5.102431,-3.734,2.243748,2.54864,acc
1.472099,1.823022,0.95365,-0.517813,0.796296,0.825987,0.521269,0.47929,1.192508,0.2692,0.163422,0.756094,0.266667,1.432966,1.259369,0.150131,0.099684,-1.204662,-0.734375,1.44368,-0.198785,1.073692,0.93787,-2.211932,0.832708,0.071429,2.231388,1.663576,-1.0164,0.623969,0.573164,acc
2.871544,4.400506,0.712939,0.943868,1.608025,1.909329,1.895457,1.565459,2.378452,1.530692,1.864967,2.696205,3.101975,2.103076,1.784763,-0.168621,-1.280807,-1.430849,11.688368,1.92365,2.390673,2.091641,2.347574,-2.545811,2.183115,0.453444,4.156594,2.203056,-4.1022,1.382342,1.377816,acc
2.693844,3.721743,1.435072,2.165533,1.092593,1.086054,-0.136253,1.756657,1.6134,1.420227,2.701917,1.332576,0.38358,0.833333,0.843319,7.52585,1.218382,9.525315,35.643663,0.71001,2.060571,0.901763,1.041243,8.286449,0.765236,1.680485,3.647966,0.659965,14.0532,1.031684,1.136423,acc
11.667624,13.716835,-0.625821,6.056847,3.419753,6.770688,4.176046,10.029586,15.32277,17.253651,16.443817,7.795263,1.410617,7.636134,4.108687,-5.100761,-10.233286,-25.195861,10.778212,6.837143,16.741175,5.532439,3.620473,-33.251217,4.382587,1.746492,14.787254,2.661545,-39.759,8.199314,7.860317,acc
12.142832,12.559786,7.170201,-3.390974,6.469136,5.277183,1.052157,10.426035,10.832503,9.560844,19.449465,5.732188,0.206173,4.267677,2.619247,6.916314,4.351516,1.172922,20.502604,4.262419,13.098283,4.768923,4.137988,0.275783,4.446069,3.461735,14.743204,9.837222,4.774,10.454597,10.320429,acc
3.754647,7.203302,-0.737896,1.964087,-0.12963,2.214504,0.780047,1.914941,4.067338,3.606544,5.230158,3.21097,0.793333,2.967401,3.085306,9.736361,-1.702487,15.30238,38.12066,1.762207,3.323736,3.516058,2.482367,12.070508,1.78058,1.477679,5.814306,0.028142,4.1357,2.112814,2.317417,acc
9.40103,12.697353,7.812441,6.667292,4.296296,4.838742,3.441587,3.58358,6.415233,6.890481,10.113853,6.925152,3.41,5.69146,4.638067,8.184447,19.462882,66.299544,170.71875,3.600222,8.265239,5.51276,4.30568,78.755681,3.094007,2.567283,11.98879,10.689167,143.2084,5.221706,5.074592,acc
4.060685,4.486318,4.090167,0.220675,3.864198,3.209613,1.49612,0.290311,0.913536,-1.751352,-0.583606,2.560554,2.232593,3.066116,3.887738,-0.789608,3.524881,3.133686,0.520833,2.849821,-1.114198,2.514922,2.436923,4.719061,2.606615,0.598214,5.43099,7.179236,2.9153,1.933511,1.779442,acc
1.346713,3.242118,0.47082,5.048414,0.709877,1.559869,1.416964,5.336538,2.990267,3.140887,3.667658,0.79831,0.49037,0.799816,1.755835,1.893936,0.617013,7.169115,32.766493,3.351023,3.502122,0.405926,0.843787,7.778431,1.085291,0.507653,3.138575,1.291111,11.3558,0.356498,0.49498,acc
1.781451,2.112136,1.183243,-1.583271,0.734568,1.388984,0.095753,0.870562,0.720575,-0.009194,-0.179994,1.020554,0.117531,2.382691,1.749014,0.131153,1.06943,-0.615137,-3.270833,0.761005,-0.75733,1.530601,0.897041,-1.543622,0.849747,0.351084,2.548118,2.122465,-0.4053,0.886524,0.828172,acc
7.233809,8.518739,-0.80334,-2.954072,1.234568,2.237689,2.500445,2.769231,5.184246,5.641698,10.663496,4.126704,0.710864,3.768136,1.465812,11.72459,-3.596739,13.04283,23.538194,1.651334,5.808931,3.828179,3.260828,5.31786,1.597966,1.964286,8.146626,-0.071319,-0.539,7.795457,6.963041,acc
5.69236,10.935158,-0.152984,7.415897,-0.07716,2.4706,4.948988,1.580991,4.805342,6.247025,6.702363,4.784903,2.82,5.243343,3.75226,15.395517,12.226238,84.800402,196.039063,2.34975,4.66141,3.801038,4.279172,92.249558,1.238345,1.581952,7.453679,-0.275625,118.2997,2.452738,2.137589,acc
2.342491,4.726651,-1.969741,-2.633304,-1,1.299429,-0.516899,0.842825,1.550928,1.710384,2.250297,2.034432,1.013086,1.997934,1.433309,10.989429,-3.217979,12.713818,9.443576,0.905222,1.804205,1.592452,1.463787,8.121391,0.963062,1.857143,3.719077,-0.18941,-13.0795,0.937829,0.935481,acc
6.532335,8.352766,4.53495,1.126566,4.527778,4.723167,3.268954,3.699704,4.375283,1.939832,2.944263,3.470222,4.614691,6.104683,4.008506,4.94151,1.318301,-0.078128,4.480469,3.361674,2.963638,4.032331,6.119527,-0.562565,5.052073,1.193878,9.19115,6.050191,-1.897,4.1496,4.47306,acc
0.167419,0.932778,0.011353,1.659692,0.024691,0.657049,1.032135,1.633876,1.273201,1.073283,0.401902,0.20615,0.395062,0.44123,0.923406,0.932319,0.40957,4.362984,3.78125,2,0.852238,0.035035,0.26142,5.339201,0.483194,0.107781,0.698347,0.027222,5.12,0.097818,0.178944,acc
12.063368,13.751487,9.956558,5.308916,8.012346,5.694927,5.345049,7.713757,10.933907,8.635614,9.91907,6.645512,0.99716,8.274564,6.624712,8.003722,19.734107,59.758408,153.957465,6.221675,7.847704,7.032385,6.014556,76.544112,4.331155,2.14764,14.889804,14.047378,108.5568,7.705901,7.071102,acc
2.131667,4.660767,1.697457,5.840648,0.558642,0.506495,1.95847,0.977811,1.612494,2.906842,3.818445,1.875983,0.440864,1.433196,1.323759,8.332093,10.192209,51.710269,140.72092,0.57972,1.942467,1.666144,1.58929,58.769888,0.105789,0.754145,2.966707,0.686372,93.1539,0.784561,0.606215,acc
5.567195,5.724569,4.472697,9.248569,3.888889,3.077405,0.722864,3.006287,2.867134,1.02623,0.971165,3.059612,2.644691,4.656107,3.263971,0.759512,2.189666,-1.175225,1.101563,2.719672,2.089024,3.158845,4.390888,-0.738025,3.623073,1.247449,6.990335,4.965139,3.1509,3.371536,3.320821,acc
2.459704,4.345181,1.730672,1.142542,1.398148,1.43387,0.651844,3.332101,1.434812,1.028935,2.371507,1.428172,0.801481,1.133838,2.228345,2.543282,2.642886,13.04578,56.916233,1.594919,0.586275,1.71556,1.615621,12.474125,1.193234,0.757972,4.602977,2.889601,23.5211,0.573306,0.569887,acc
4.444104,8.589233,2.949897,5.491397,1.243827,2.327693,5.730232,1.513314,2.472838,3.80165,2.877898,3.304681,4.266543,4.578972,3.188856,8.400369,14.528311,67.353399,178.358073,2.413564,2.075183,2.727833,4.452249,91.08717,1.8788,0.781888,6.298763,2.891424,155.6242,1.554161,1.254497,acc
3.433705,4.315586,2.410068,1.994189,2.32716,2.631158,1.547901,1.495932,2.061793,1.655489,0.720794,3.439252,1.231358,4.051882,2.235125,3.587824,1.364815,3.161744,16.429688,1.168442,2.118634,3.560554,2.491893,9.153184,1.45374,0.588967,4.537886,2.70342,7.2664,3.254681,3.346739,acc
4.842594,6.514277,1.624179,-2.233041,1.228395,2.066955,2.804388,2.70821,2.542327,1.018253,0.722206,1.697258,1.868025,4.106979,3.478961,5.321165,-0.350395,0.825274,14.371962,3.021562,-0.007475,2.251298,4.862071,10.04051,3.094928,1.440689,6.960074,1.915816,5.2407,1.616133,1.734944,acc
3.304744,6.689619,3.864703,7.433501,0.617284,0.818802,4.024038,0.389423,1.614758,4.101541,3.583829,3.227645,2.165432,3.251377,1.64645,9.205351,20.901193,87.492166,213.247396,0.63095,2.189622,2.495242,2.504911,103.150864,0.369436,1.055804,4.1417,2.372917,189.4368,1.57247,1.147539,acc
6.184352,9.266062,0.465894,4.671256,-0.518519,3.338375,1.826664,4.025518,4.550589,4.277988,6.834498,3.953961,0.69037,2.59596,3.926282,12.014994,2.208315,23.204723,63.629774,2.122702,5.41276,3.579152,3.423964,20.702145,1.555184,2.615434,8.442618,1.32158,25.4908,2.128444,2.34375,acc
10.733896,14.159726,2.735691,0.732888,3.033951,5.702439,1.336704,5.761464,7.100045,6.131017,10.659706,7.159861,1.684444,5.850321,4.526586,17.471724,0.073741,17.810249,62.133681,3.054105,8.399884,6.328449,5.516272,11.723626,3.4085,4.121811,13.804534,2.907378,17.7466,7.696293,7.550018,acc
4.370021,6.912403,-0.172406,3.578357,-0.540123,1.579373,1.208321,2.005178,2.720575,3.93199,5.770214,3.069169,0.592963,2.890266,2.200814,8.361772,3.798342,34.413618,103.957899,1.134556,2.833864,2.986646,2.398876,34.223898,0.520764,1.279337,5.829413,0.257969,69.4833,1.567604,1.227858,acc
