@relation 'sample-weka.filters.unsupervised.attribute.Remove-V-R13,22,68,74,131,220,221,259,261,263,267,276,281,284,295,316,317,318,320,340,341,343,347,389,392,397,443,506,512,520,521,533'

@attribute X13 numeric
@attribute X22 numeric
@attribute X68 numeric
@attribute X74 numeric
@attribute X131 numeric
@attribute X220 numeric
@attribute X221 numeric
@attribute X259 numeric
@attribute X261 numeric
@attribute X263 numeric
@attribute X267 numeric
@attribute X276 numeric
@attribute X281 numeric
@attribute X284 numeric
@attribute X295 numeric
@attribute X316 numeric
@attribute X317 numeric
@attribute X318 numeric
@attribute X320 numeric
@attribute X340 numeric
@attribute X341 numeric
@attribute X343 numeric
@attribute X347 numeric
@attribute X389 numeric
@attribute X392 numeric
@attribute X397 numeric
@attribute X444 numeric
@attribute X507 numeric
@attribute X513 numeric
@attribute X521 numeric
@attribute X522 numeric
@attribute Class {acc,unacc}

@data
3.327942,6.189917,1.922218,6.753331,0.092593,0.980536,3.676503,0.744453,1.933454,4.312466,3.730678,3.044488,1.983951,3.054408,1.63215,4.874435,13.117404,59.085433,161.360243,0.811222,2.652585,2.285035,2.251065,69.607526,0.440835,0.983099,4.208934,0.652604,134.7528,1.595603,1.221084,acc
1.050412,2.589381,0.213267,0.718955,1.469136,1.607316,1.033916,0.06176,0.904482,0.724716,1.214625,1.425374,1.977654,1.923324,1.613905,1.053662,-1.526198,-3.432726,-3.508681,0.888703,0.706742,1.560554,1.06213,-4.62354,1.584321,0.508291,2.224592,1.624774,-7.6729,1.410401,1.483522,unacc
6.154755,8.541047,0.979264,-2.165603,1.41358,2.220595,2.079279,1.126109,3.548212,3.132504,3.633918,4.790499,2.607778,5.949265,2.56513,13.261629,0.14217,19.655691,44.932292,2.464111,2.38098,3.765841,3.61432,15.417307,2.554284,2.292092,7.911341,1.62342,11.4469,3.491674,3.286514,acc
2.906191,6.176383,1.759336,7.311538,0.697531,0.825943,2.702987,1.109837,1.613852,2.719578,4.561311,2.378366,1.400741,1.810606,2.014505,6.613068,9.908846,52.315007,161.53559,0.794844,2.240451,2.055417,2.298047,59.794638,0.429411,1.022321,4.186411,0.434288,100.4577,1.040412,0.881498,acc
7.12242,10.770226,2.359636,7.383069,2.37037,4.564986,4.470643,5.168269,4.63694,2.663737,2.457342,4.355983,2.937531,6.001377,5.417488,1.746302,3.459454,7.617207,43.610243,5.363512,4.002025,4.527357,6.797396,11.497356,4.853706,0.711416,10.913462,4.991719,1.2165,2.696554,2.958475,unacc
11.789689,14.03257,10.643929,7.501506,8.882716,6.062872,5.165485,7.898299,11.577411,9.378583,10.789759,7.159418,0.978395,8.46809,6.970373,8.718847,20.72936,61.1287,155.134549,6.581228,8.652633,7.594669,5.85574,75.420502,5.139716,2.292411,15.066329,15.306684,109.996,8.142261,7.674455,acc
10.455616,13.542683,5.645994,6.530313,4.080247,5.086307,4.203707,6.04142,7.668742,5.164413,6.841335,6.38169,3.703704,6.830579,6.041995,-1.575006,3.029958,-2.912383,21.104601,5.684183,6.737124,6.175335,6.355917,1.04771,5.203144,1.605548,14.954609,9.076615,2.7672,6.691482,6.826452,unacc
6.26758,9.079714,3.626102,5.237462,1.425926,2.219027,2.495487,1.234837,3.791761,5.320443,4.54459,4.357645,1.734198,4.88843,1.559172,30.999263,15.481804,82.242284,167.976997,1.218352,4.252604,2.678849,2.515207,87.651875,1.233082,4.36926,6.843103,1.956302,139.9783,2.309237,2.035504,acc
1.043902,2.186199,1.493104,2.58401,0.231481,0.211063,1.220511,0.159763,0.657311,1.713764,1.287753,1.08,0.453704,1.047521,0.414694,4.495541,8.186308,34.500985,79.438802,0.183877,0.813802,0.84083,0.75,40.348676,0.020934,0.345344,1.270725,0.949219,72.03,0.48231,0.324002,acc
5.299583,7.399613,3.678786,3.346425,3.604938,5.087018,1.756369,2.323964,3.678474,1.343429,2.968267,4.217673,1.92284,4.976584,5.286119,0.295006,2.450887,-1.483014,4.464844,4.079838,3.214554,4.15652,2.830059,-3.174122,3.198207,0.375,7.849822,6.399809,-5.4483,3.406562,3.662466,unacc
3.995439,4.814545,2.615359,-0.257929,2.271605,2.035351,0.846699,1.058432,2.067678,0.958356,0.565324,2.835983,1.727284,2.013545,2.093401,-0.605636,1.048069,-4.579603,-1.095052,2.147752,1.34158,2.20053,2.366213,-1.839455,1.939724,1.112564,5.582794,3.643247,-0.5034,2.210592,2.121931,unacc
3.87612,4.421475,3.364703,2.633368,2.969136,3.238514,1.230725,1.570266,2.628791,2.457004,1.274227,4.035845,0.732469,4.78742,2.442883,3.576552,2.696503,2.782974,15.838542,1.235319,3.201775,4.062392,1.922367,9.804074,1.239985,0.650829,4.890124,3.845903,8.6868,4.110713,4.192158,acc
7.312879,13.329268,2.564318,1.706193,3.737654,6.461458,7.583975,7.362056,6.904029,2.431044,1.102854,5.870582,12.462099,7.064738,7.101249,2.694542,1.094291,9.318088,31.675781,9.834904,3.474007,5.082721,11.025858,16.831253,9.066115,0.248087,13.015739,6.06467,0.917,1.663768,1.978809,unacc
4.155686,7.287329,4.176487,6.72265,1.006173,1.052034,3.364588,1.128698,2.67689,5.534613,4.161712,3.769058,1.594568,3.57438,1.524326,13.578312,21.182235,92.338238,209.513889,0.800358,3.014082,3.085856,2.596095,106.462168,0.409591,1.340561,4.974319,2.700069,188.18,2.687123,2.192639,acc
9.671838,14.842951,6.282839,4.477301,7.564815,10.603136,6.105535,11.710799,11.124943,10.171985,7.852408,8.090277,6.085309,9.769513,9.356427,4.115339,0.077699,-0.295566,8.559462,9.428952,10.535542,7.183067,6.302722,3.688919,7.182867,0.97736,15.898043,10.199063,-2.1592,8.460544,8.739147,unacc
6.002754,7.738697,2.457731,1.206629,1.885802,3.585663,0.917755,5.635725,5.364645,4.124662,10.406139,3.059307,0.550617,1.599862,2.347345,1.442723,1.336076,-0.01998,14.758247,3.00747,7.029466,2.549362,2.229704,-2.253169,2.562079,1.405931,8.595058,6.839931,-2.7428,2.616839,2.945181,acc
1.667095,2.976205,0.1649,3.085804,0.117284,1.692052,1.903537,1.341346,1.457334,0.384667,1.70764,0.631607,1.079136,0.833104,2.361234,1.334304,0.339281,3.11789,11.751302,1.995122,1.211854,0.738322,1.82213,3.804735,1.601435,0.30389,2.733932,1.524549,2.2241,0.160594,0.271405,unacc
5.58307,5.927722,6.605461,-2.124168,5.595679,4.056605,0.92904,2.943787,3.162743,1.097215,1.750372,4.86374,2.101481,5.073691,4.166708,0.723496,5.246505,-0.018728,-1.559896,2.327811,1.701051,5.316717,2.518817,0.756272,2.95284,1.075574,7.698595,9.001667,5.4611,5.552124,5.483778,unacc
4.953494,5.329268,2.774254,20.410933,2.67284,2.072246,3.41623,2.369822,1.086238,0.939968,2.853968,1.055956,0.789877,6.275482,5.910092,2.257051,0.962436,-2.77903,-1.140625,4.656565,3.393326,2.455774,5.686391,-6.725653,4.143543,0.879464,7.150972,4.685833,-2.2388,3.20343,2.892456,acc
4.387372,5.624182,3.527444,1.567473,2.848765,3.829494,0.499809,4.95821,2.937755,3.042861,4.266944,3.983989,0.780741,2.741736,2.691856,4.136766,2.994357,6.243776,17.128906,1.640942,5.055073,3.597156,2.229467,6.261182,1.824237,1.305485,6.461324,5.192517,5.7829,3.423758,3.594301,acc
11.403066,11.984533,0.701586,-0.918055,2.203704,4.769252,-0.064166,4.286243,10.190358,7.879529,10.790205,6.3241,0.816049,5.871671,2.241905,15.81786,-4.011179,6.627059,19.767361,2.857951,9.543306,4.857266,3.359112,-2.802126,2.324934,3.615115,12.078538,2.439965,-18.9455,6.564266,6.174317,acc
4.357736,7.141731,1.392616,5.198607,1.787037,2.768967,1.51081,5.943417,2.650068,1.884803,6.42665,2.037008,0.296173,1.69169,3.480769,2.513662,0.989805,8.973031,71.438802,2.777547,3.424383,1.951503,2.585089,10.796121,1.798454,1.408482,7.345686,3.992326,21.1785,0.909725,0.999551,acc
4.355463,8.758626,-1.038985,1.02721,-0.216049,1.867671,2.141233,2.598373,2.119737,1.521498,4.439952,2.117922,2.00716,1.545225,3.378821,3.993757,-1.09563,21.102594,112.594618,2.187789,1.469425,2.099589,3.928343,28.10564,1.097908,1.276148,7.318745,-1.454687,47.6509,0.496827,0.552019,acc
5.455616,8.791642,-0.377135,-4.579799,-0.074074,2.968406,3.241093,1.470044,2.489362,0.424283,1.512634,2.988615,3.098519,4.146006,5.213881,5.590036,-3.716304,0.976335,4.567708,4.801371,0.784047,2.892193,5.257574,-0.823064,3.256918,1.434311,8.507061,0.918316,-15.2904,1.537755,1.686793,unacc
4.066769,6.13028,-0.436573,11.299916,0.311728,2.352485,2.994307,1.623151,2.856949,2.457004,3.482387,2.207701,0.916296,4.305556,3.539694,5.607372,0.015557,18.322543,43.153646,2.305872,2.703704,2.740322,4.401538,17.202067,2.250009,0.790816,5.341707,0.082222,21.2096,1.558516,1.382611,acc
3.690064,4.464604,0.971289,2.528582,0.376543,2.17656,0.394537,1.561391,2.597782,1.978367,2.640829,2.759391,0.259877,1.765381,2.409188,5.727562,0.026015,2.178113,1.16276,0.993449,2.923708,2.530926,1.539586,-0.300559,1.01734,1.316327,4.42083,1.279497,-0.4343,1.912626,2.117278,acc
5.956847,8.080458,2.552355,1.995814,2.123457,3.190744,2.108671,4.018121,6.508035,3.942537,4.364521,3.389668,0.361728,3.549816,4.470003,2.877099,2.373926,6.490284,27.087674,3.945212,3.234086,3.885597,3.485385,9.108594,2.574413,0.617028,8.366343,4.438003,7.5565,3.980349,3.989054,unacc
5.61868,8.298186,1.153078,-0.397653,0.617284,2.043406,-0.362268,2.825814,3.501584,2.07815,4.654949,3.993518,2.480123,3.791322,2.435528,13.307527,-1.323651,8.541701,19.787326,2.031059,3.433787,3.460045,3.896213,3.78019,2.815487,2.317602,8.0296,2.39967,-4.7851,2.704565,3.039504,acc
2.25965,2.922219,1.486911,-1.174177,0.929012,1.58225,0.011163,1.823225,1.47182,1.464575,2.069263,2.082105,0.550247,1.359963,1.168187,2.189501,0.70809,0.233903,-1.916667,0.61872,2.332369,1.959559,0.993728,-0.478401,0.813058,0.659758,3.24606,2.107934,-2.1504,1.866337,1.975736,unacc
11.142099,16.178019,6.066523,-4.72878,5.953704,6.942357,5.909242,7.35318,7.58986,4.543131,2.702883,7.812687,5.311852,12.752525,11.295283,6.170654,6.350224,9.450999,32.104601,8.845909,3.012105,9.932526,10.786331,12.819611,8.077035,1.818878,17.455348,9.648368,2.3966,6.425699,6.776265,unacc
8.235568,8.646341,6.043535,5.118831,4.891975,5.766329,1.055697,5.901997,6.742304,4.626284,9.70385,4.520194,1.133951,3.767906,3.498356,-0.447134,5.120323,-0.166721,7.756076,3.193539,8.286024,4.165225,2.997101,1.247094,3.151465,1.639987,10.423549,11.457708,2.9615,5.056759,5.156883,acc
4.371962,5.390541,3.044145,-1.340519,2.820988,3.09082,1.105713,2.671598,3.107967,0.18848,1.934676,1.959806,1.059259,3.495868,2.366741,-2.109667,1.924634,-0.185667,2.005208,2.492789,0.732205,2.115755,1.981006,-0.166287,2.72101,0.807398,6.115463,5.904462,-0.383,1.656392,1.634696,unacc
2.170654,4.039262,0.748968,4.770724,-0.07716,0.65098,1.925925,0.377219,1.618379,2.838697,2.64893,2.254737,0.52284,2.023416,1.296515,7.070452,7.815154,42.546248,101.951823,0.490338,1.754196,1.989187,1.45,47.591337,0.112762,0.581633,2.542795,0.199219,74.823,1.204041,0.936391,acc
7.180549,10.080012,3.448489,1.348713,3.746914,5.31507,2.346148,4.244453,6.014826,3.419551,3.669441,6.908421,4.591111,5.470156,5.577005,2.891308,0.454402,2.588444,6.311198,6.018781,5.128376,5.964911,5.022544,-1.901188,3.967304,0.65625,10.68706,5.984774,-3.1048,3.981765,4.111007,acc
8.467121,9.302796,4.1307,-0.517041,3.756173,4.508786,2.627484,5.044379,6.937076,3.78583,3.29184,3.361413,0.756049,7.061295,3.728674,1.786064,3.56753,-2.902234,-2.150608,4.985578,2.232928,4.504325,4.531716,-11.834763,4.565457,1.15051,10.977093,7.343212,-8.461,4.112204,4.110727,unacc
8.624077,14.244795,2.206418,9.0095,1.746914,5.593304,4.663228,7.263314,7.318244,6.627366,10.49948,5.464238,1.451852,6.679522,7.655819,14.76547,4.397147,34.622704,77.869358,6.107008,8.305122,5.443934,6.445089,33.896636,4.904289,3.011798,13.363585,4.454063,35.8847,4.042936,4.333516,acc
9.272685,14.326591,3.517264,-0.15486,4.111111,6.015839,5.163549,5.571376,5.980987,2.933478,3.961356,5.776953,7.187284,6.137511,7.082265,4.582164,2.511945,23.917981,91.103733,5.278466,3.100116,5.900897,10.364201,31.67536,7.323542,1.732462,13.314195,6.512309,34.9922,3.610779,3.613572,unacc
4.422808,7.480815,0.316147,6.063437,1.651235,4.344956,2.700683,4.196746,4.915912,4.800027,3.830856,3.900665,2.989383,3.913682,4.11033,-1.112711,-3.27769,-7.804582,6.613281,4.071425,5.341194,3.221345,3.290651,-7.853254,3.446678,0.472258,7.488803,2.424132,-4.023,2.357487,2.461501,unacc
0.58251,2.081202,-0.410537,0.505172,0.574074,1.405497,1.164505,-0.044749,0.121548,-0.354922,0.48038,0.674792,1.694321,1.630165,1.46951,-1.48742,-2.203939,-6.871339,-2.176215,0.73275,0.116416,0.896086,1.446509,-6.201117,1.589052,0.398916,1.582141,0.032951,-7.2977,0.452337,0.49243,acc
8.270034,13.82094,0.945956,19.194408,-0.222222,4.916651,0.719226,22.964497,9.138977,12.049621,21.787084,3.77903,0.198025,0.483012,4.45295,0.543686,0.289434,3.412226,120.114149,6.288906,17.068239,2.658683,3.359527,1.924472,2.921756,3.07111,15.624582,9.341111,14.1176,0.816922,1.186515,acc
8.722376,13.933522,6.468287,4.115887,7.169753,6.689677,5.587172,5.586169,6.391467,3.376284,4.481198,7.347729,8.904691,9.112718,5.795611,4.976266,6.180996,25.628477,84.8125,5.029645,4.485436,7.137868,9.306923,37.895441,7.728767,1.748724,13.449752,9.676632,61.5707,4.876942,5.068962,unacc
3.875181,6.710886,3.849456,6.187265,1.882716,1.737823,3.281811,0.556583,1.430172,2.586398,3.218787,3.282188,2.726049,3.298209,2.15927,6.007741,15.380075,62.632569,161.063368,0.933759,2.162519,2.651384,2.646391,74.060499,1.272617,1.210459,4.9119,2.905538,140.3223,2.539578,2.220439,acc
9.852063,12.316924,1.869206,3.249362,2.953704,4.253337,-0.225733,5.017012,7.599366,6.740265,10.267316,5.751994,1.004938,4.37787,2.714127,16.156671,0.349098,23.128587,84.100694,2.720662,9.005835,3.961343,3.299704,17.898102,2.177079,3.829719,11.988393,3.086181,14.7686,4.344476,4.314405,acc
