@relation 'sample-weka.filters.unsupervised.attribute.Remove-V-R131,267,280,281,295,316,317,318,320,340,389,392,397,506,512,533'

@attribute X131 numeric
@attribute X267 numeric
@attribute X280 numeric
@attribute X281 numeric
@attribute X295 numeric
@attribute X316 numeric
@attribute X317 numeric
@attribute X318 numeric
@attribute X320 numeric
@attribute X340 numeric
@attribute X389 numeric
@attribute X392 numeric
@attribute X397 numeric
@attribute X507 numeric
@attribute X513 numeric
@attribute Class {acc,unacc}

@data
4.111111,3.961356,4.503848,7.187284,7.082265,4.582164,2.511945,23.917981,91.103733,5.278466,31.67536,7.323542,1.732462,6.512309,34.9922,unacc
1.651235,3.830856,2.536781,2.989383,4.11033,-1.112711,-3.27769,-7.804582,6.613281,4.071425,-7.853254,3.446678,0.472258,2.424132,-4.023,unacc
0.574074,0.48038,1.492757,1.694321,1.46951,-1.48742,-2.203939,-6.871339,-2.176215,0.73275,-6.201117,1.589052,0.398916,0.032951,-7.2977,acc
-0.222222,21.787084,0.260638,0.198025,4.45295,0.543686,0.289434,3.412226,120.114149,6.288906,1.924472,2.921756,3.07111,9.341111,14.1176,acc
7.169753,4.481198,8.225102,8.904691,5.795611,4.976266,6.180996,25.628477,84.8125,5.029645,37.895441,7.728767,1.748724,9.676632,61.5707,unacc
1.882716,3.218787,1.924174,2.726049,2.15927,6.007741,15.380075,62.632569,161.063368,0.933759,74.060499,1.272617,1.210459,2.905538,140.3223,acc
2.953704,10.267316,1.802965,1.004938,2.714127,16.156671,0.349098,23.128587,84.100694,2.720662,17.898102,2.177079,3.829719,3.086181,14.7686,acc
4.561728,7.942776,5.921231,7.085432,6.032544,8.712366,9.31085,47.728068,174.820747,5.153737,57.8813,4.522445,1.563138,4.901944,100.1364,acc
2.219136,5.925832,1.433341,1.901111,3.121302,12.334518,-0.862227,2.470926,13.050781,2.534523,-2.714251,2.793205,2.268495,3.008698,-7.4552,acc
0.904321,5.573127,1.069262,1.809259,3.725304,2.402782,-0.080038,0.674984,24.088542,3.864737,-1.65872,3.322119,0.354273,2.386823,-5.8711,unacc
1.861111,3.865116,1.321412,1.654198,5.723496,1.845042,-1.779432,-1.204868,1.456597,3.664389,-6.532921,3.059614,0.740434,5.079444,-9.5876,unacc
2.398148,1.487441,1.924853,2.394938,5.31324,-1.203948,-0.090979,-3.023687,18.546441,5.560326,3.788068,4.044563,1.086097,5.134271,5.9558,unacc
3.009259,1.363481,1.103214,0.641728,2.193869,0.325161,1.644158,-3.426809,8.575087,1.310397,3.836501,1.266238,0.438776,3.603247,7.1344,acc
2.62963,3.710389,1.986646,2.396914,3.154545,1.833092,1.245483,-1.357141,4.665365,5.132576,-0.423649,3.445142,0.291773,4.124809,0.9077,unacc
8.638889,8.731793,4.007017,3.733086,7.951677,1.23566,4.899157,4.205476,18.212674,7.926289,2.713118,7.11858,0.988839,14.040295,2.7461,unacc
2.138889,2.634067,1.552965,1.488025,2.212442,1.570214,-1.393296,-3.594164,-1.62717,3.081747,-4.499339,2.544437,0.426658,2.820486,-6.826,acc
1.546296,3.206674,3.009846,3.01963,3.108029,5.56113,-0.105807,12.671434,34.075955,2.269064,11.038423,2.033379,1.311224,1.92441,10.2083,acc
2.580247,1.280841,5.081938,5.047654,6.513848,4.771356,2.38913,14.473933,44.032986,5.148883,12.163727,3.255952,0.50861,3.896424,25.0628,acc
4.188272,7.366528,2.507243,3.260617,6.038872,-1.909501,-0.19591,-7.702666,7.230035,5.592115,-10.205428,5.42179,2.00574,9.047847,-4.4969,unacc
0.191358,5.23536,0.025917,0.426914,1.676529,-3.03038,-4.32279,-9.38113,16.980469,2.101753,-11.636101,1.20666,0.719707,-0.388437,-12.4112,acc
0.796296,1.741231,0.536329,0.684568,0.529832,0.108537,0.239895,-1.264469,-1.588542,0.659723,-1.59012,0.726883,0.272321,2.052274,-1.0785,acc
2.771605,-0.252824,1.393164,2.126914,3.450896,1.702224,1.310357,-0.040217,-0.269965,2.597771,-0.043539,3.729895,1.606505,3.666493,0.1691,acc
4.564815,5.277869,2.573336,2.793457,4.354043,0.803401,2.857335,-1.478007,6.456163,5.080898,-0.839556,4.379367,1.002232,8.172639,-1.4492,unacc
0.546296,1.029058,0.880263,1.888889,2.338429,-0.08019,1.218965,1.023967,2.572917,1.175582,-3.15563,1.173494,-0.012755,1.544271,-1.3108,unacc
3.552469,4.502007,1.765844,1.014815,2.534065,3.341534,1.876582,4.417653,19.892361,1.37956,3.721328,1.609843,1.290497,3.973472,1.7225,acc
7.148148,3.774078,3.225781,5.046667,5.53801,2.415981,7.155451,3.572701,0.604167,3.843553,-2.261616,4.997334,0.775829,11.893455,-0.5371,unacc
4.734568,2.406064,2.632979,4.148395,3.611399,1.456778,2.300806,-0.351049,1.56467,3.460435,2.302761,4.52194,1.166135,7.287187,0.3944,unacc
0.700617,4.267687,3.578769,1.161728,2.354783,3.977408,-1.334156,1.655136,16.259115,5.184749,-1.839179,1.887666,0.485651,3.924722,-4.2274,acc
4.830247,9.292212,3.891693,3.527407,5.271655,1.172687,-0.314202,-0.760683,16.865885,4.296494,-2.763708,4.190347,1.331952,6.342552,-0.2005,unacc
1.564815,3.8614,1.905953,2.641605,2.45295,12.849667,-0.238283,20.139717,40.43533,2.297648,16.582688,2.718576,2.830038,0.966615,11.0578,acc
-0.04321,3.003493,2.035084,2.904444,3.859303,2.776885,0.137358,12.091087,53.074219,2.128334,26.416038,2.332741,1.378508,0.813229,31.3948,acc
1.555556,2.085389,1.755206,3.713704,5.672913,-2.657634,0.402667,-2.764662,4.191406,5.021303,-11.175172,4.395764,0.13074,4.020833,-11.3505,unacc
1.080247,3.133398,2.057492,2.284691,3.950444,2.317289,-1.372038,2.552967,20.358507,2.22422,1.234205,2.132485,0.74426,1.699826,-5.3137,unacc
2.583333,12.885033,0.744341,0.07037,1.959772,2.984744,4.661495,0.596948,16.603299,3.339523,1.440989,2.195721,2.127551,9.185174,-0.3786,acc
-0.358025,7.286118,1.308624,0.982099,3.441486,15.898121,2.307773,28.676376,57.605035,1.911844,24.899301,1.667859,2.885842,1.389288,24.7368,acc
4.503086,8.390383,3.166365,2.366296,4.961662,-0.766278,2.993646,-4.558008,7.25,5.102225,-6.872858,4.967723,2.235332,12.094635,-1.5721,unacc
3.925926,1.023558,2.221367,2.73642,4.162516,1.068228,2.814716,2.625326,5.701823,3.075148,4.477425,4.09898,0.574298,4.625122,-0.3406,unacc
2.290123,1.12931,0.67723,1.11679,4.133218,-0.962545,2.467706,4.121444,6.301215,2.751249,4.7684,3.084127,0.775191,5.030017,0.8703,acc
7.018519,10.03047,4.025464,5.261358,8.731386,4.320476,3.500418,-5.182958,-5.279514,5.851706,-4.881712,7.945411,3.449936,12.600278,-1.8801,unacc
3.169753,8.454964,2.681417,1.715432,5.817349,8.407301,-1.042664,7.369798,33.218316,5.274814,3.453944,3.892763,1.746811,5.104306,-4.544,unacc
4.311728,10.591929,3.743436,3.069136,5.228139,16.913175,0.760836,18.556065,64.743924,3.161137,11.831446,4.176884,4.094707,4.695573,18.9144,acc
4.898148,3.84074,3.22397,3.023457,3.474688,2.794685,0.277778,-1.422178,-0.75651,2.76798,-3.545627,3.506533,1.212054,6.125139,-0.8929,unacc
4.549383,12.074168,2.738456,3.210123,4.655942,-0.494174,-0.792937,-7.02328,6.34592,6.711613,-9.659512,4.987955,1.053253,10.178819,-8.774,unacc
5.064815,12.046076,3.146446,2.309753,4.109837,-1.815589,3.724749,-4.461748,9.942708,4.560986,-4.627895,4.573668,2.288903,12.619844,-0.7873,acc
6.459877,4.9103,4.989475,7.354815,8.398176,4.109857,1.040438,-0.344895,8.124132,5.477543,-2.172008,6.470348,1.345982,9.545625,-10.1045,unacc
-1.925926,3.677542,0.765052,0.86716,1.940828,13.245589,-3.512633,13.8213,32.816406,1.486874,16.571821,0.950897,1.985332,-0.216406,-1.7456,acc
0.580247,4.098543,1.448619,1.149012,0.944116,11.865541,11.856008,59.090724,117.676215,0.60041,65.279354,0.885788,1.130102,1.227656,102.7628,acc
0.395062,0.803731,0.290742,0.869383,2.031024,2.498894,-3.137706,-2.471722,0.770399,2.798473,-1.092129,1.726546,0.626276,0.685104,-11.742,unacc
3.061728,4.195675,2.08522,2.419259,5.04105,5.58019,-2.859002,-7.278151,-3.332899,3.41995,-9.042756,4.406588,1.816327,2.103767,-21.1564,unacc
2.746914,5.181555,3.401539,2.781481,4.77523,3.371344,2.007689,1.54311,4.298177,4.903997,-1.450565,4.805563,0.907526,7.91342,-6.1495,unacc
0.975309,7.247696,1.755998,1.519506,2.576841,21.746932,-0.04368,31.373203,49.470052,1.954638,24.195414,2.380409,3.379464,0.737882,14.3094,acc
8.62037,3.861549,4.271842,3.249012,5.277531,1.753092,5.83518,-1.140855,-3.259983,4.185526,-1.291141,5.671563,1.749681,13.472066,5.4693,unacc
0.518519,5.740339,1.913536,2.804938,3.261382,7.209774,6.295603,51.082772,182.644965,2.301913,59.923653,1.451435,1.365753,-0.859028,99.3332,acc
1.941358,9.118534,2.198506,1.26,2.237385,19.902675,-4.944728,16.261344,40.519531,2.668159,5.294738,2.255417,4.03986,0.950451,-13.1481,acc
2.524691,4.155544,2.564056,3.097901,2.491782,7.515161,2.455223,14.145577,41.675347,2.750424,14.077205,2.805897,2.139031,2.804045,19.1871,acc
1.740741,0.65874,1.654029,2.270741,1.046105,0.675054,1.139997,-0.70654,-0.507813,0.694293,-0.449182,1.079456,0.361607,3.159201,1.5603,unacc
0.382716,3.794738,1.046627,1.463827,3.723537,19.173306,-1.33016,22.484476,50.063368,2.578565,21.975635,2.643923,2.989796,0.973611,6.9498,acc
6.015432,4.677244,3.647804,4.28716,8.538708,7.794958,2.787204,17.515034,28.616753,5.614549,14.847171,5.978539,2.447066,9.819635,16.7028,unacc
4.354938,1.097949,2.718198,3.760988,6.188856,3.504768,2.999409,7.677277,13.516927,5.019347,9.43709,4.64561,1.30676,8.02974,0.0037,acc
0.317901,0.137485,0.48789,1.154321,1.677926,1.048894,0.056171,0.603802,2.197917,1.84532,2.483688,1.179188,-0.117985,0.293889,1.5456,unacc
0.317901,5.186088,0.519805,0.156173,2.410914,6.345256,3.738341,27.183221,89.476563,1.590796,29.152737,0.792272,0.520089,1.07342,44.7256,acc
4.524691,2.445749,2.360344,3.034321,6.292817,0.892842,2.547351,-1.388115,29.980035,3.836365,5.668003,4.717557,1.540179,7.711719,13.9841,unacc
4.101852,3.074614,2.41976,3.690988,6.07265,4.674102,8.257981,22.578465,67.762153,4.982727,29.56098,4.736363,0.914222,5.907257,41.2254,unacc
0.833333,2.37173,0.253735,0.160123,0.720661,4.395862,0.356964,5.816083,30.823351,0.564379,5.363351,0.703897,1.201531,0.439566,7.6244,acc
1.166667,1.431778,0.530783,0.008519,0.44354,0.659382,0.609177,-0.309488,-0.692708,0.548779,-0.987207,0.808419,0.447704,1.644514,-0.4459,acc
7.382716,8.862738,4.776143,5.580988,8.12122,-0.934411,1.679874,-3.150404,14.469184,6.541946,-3.133896,7.327649,2.671556,11.224861,-3.5008,unacc
2.216049,3.547339,2.014147,3.11679,4.393203,19.769322,0.886459,25.369925,65.270399,5.617636,23.404352,3.459379,2.693559,1.799948,23.1297,acc
1.280864,7.020809,2.933341,3.248642,6.034311,10.583056,-0.023006,6.130784,18.500434,6.806579,3.503011,4.528109,1.967156,4.956719,-3.6449,unacc
1.08642,2.619426,1.021163,1.845309,3.26167,2.767265,-0.02427,8.120415,16.390625,3.934207,8.017288,3.075297,-0.037628,1.859809,1.1188,unacc
4.552469,3.571195,2.507469,3.166543,5.596606,0.699025,5.070469,-0.905626,6.59158,7.465006,5.850926,5.827469,1.288265,9.831215,1.8447,unacc
2.345679,0.493312,1.567791,1.782346,3.430884,1.611665,2.549261,10.135248,24.673611,1.829956,15.512014,2.216779,0.807717,3.199236,8.0656,acc
-0.694444,-0.355826,0.450204,0.531481,1.825608,0.776694,-2.906505,2.866214,8.469184,0.876119,9.452285,0.26264,0.527105,-2.013281,11.074,acc
4.45679,2.200431,2.994115,4.727037,7.368508,4.85648,2.532622,5.661626,9.848524,5.924097,3.948609,5.817001,0.732781,7.606562,2.5201,unacc
-0.694444,6.300684,2.8866,2.365556,2.132109,5.9383,-1.10964,17.551054,55.209635,1.927868,17.181903,2.33338,1.849809,-1.578385,3.22,acc
4.944444,5.109542,3.145654,3.471481,7.457347,4.876361,1.444049,-0.526676,28.865017,6.687906,10.184836,5.147943,1.250319,8.74809,7.6371,unacc
0.845679,13.859839,0.619511,0.016543,1.782791,0.152568,2.64267,-5.065129,-5.93316,3.069564,-5.753965,1.951682,1.691964,9.172847,-10.5322,acc
0.746914,3.520809,0.793345,0.276296,2.417653,1.811558,1.048375,0.681238,18.204427,1.106089,0.806739,0.886015,0.884247,2.915347,3.857,acc
0.666667,12.877155,0.462653,0.107284,1.921885,0.903591,1.972878,-3.474558,-2.190538,3.338392,-4.887909,2.207007,2.066645,8.476944,-10.3309,acc
3.558642,6.3125,3.437189,5.381728,7.551241,6.56157,12.780827,62.019362,206.050347,5.460152,72.955371,4.321512,1.998406,4.297882,118.8213,acc
4.780864,10.884512,2.719104,2.179877,3.685281,-2.271736,4.754221,-2.790222,12.578125,4.162079,-1.715928,4.116082,2.200255,12.307101,0.6003,acc
0.675926,4.561534,2.003282,2.955309,3.169009,3.908882,-0.259947,4.902142,50.969184,1.42299,4.910585,2.29541,1.37213,2.843594,6.4042,acc
5.58642,1.610657,2.887279,4.630988,5.563979,2.962473,2.350312,1.795119,-0.125434,5.246654,1.909683,6.692988,1.788265,7.781441,1.4694,unacc
1.830247,3.675386,1.144749,1.564938,3.394888,5.938906,2.698987,16.112564,48.593316,3.237275,16.817173,2.067144,0.970026,3.045781,26.5719,unacc
1.024691,2.604489,0.846876,1.549383,2.760766,4.17239,1.787306,13.911941,31.364583,2.048072,15.057404,1.335413,0.129145,0.907535,11.7622,unacc
0.339506,3.265086,0.35129,0.467654,3.040845,6.850583,1.133672,9.547837,16.503038,1.360637,7.522781,1.285408,1.390306,1.219757,4.0617,acc
3.222222,1.144545,2.67655,3.374198,5.4601,5.142818,6.08646,21.560122,60.851563,5.840065,30.107776,4.971151,0.643814,5.357795,49.7128,unacc
0.240741,16.329221,1.430738,0.002222,1.848373,6.086254,2.397257,-2.408668,19.386285,2.329909,-4.396098,1.358397,2.191327,7.60875,-5.2626,acc
0.882716,4.892018,0.885695,1.488889,2.206607,5.763888,10.063707,51.422887,161.704861,0.99081,59.089661,0.685478,1.138393,0.824983,100.7433,acc
1.608025,1.864967,2.01177,3.101975,1.784763,-0.168621,-1.280807,-1.430849,11.688368,1.92365,-2.545811,2.183115,0.453444,2.203056,-4.1022,acc
-0.246914,1.935493,1.433115,1.594444,1.635602,1.39497,-0.080856,11.989929,36.482205,1.125813,12.302945,0.701408,0.456952,-1.144427,4.4448,unacc
1.518519,4.681629,1.473744,1.744074,4.617604,1.800868,0.701337,-4.718794,-8.157552,2.941135,-5.989614,1.992056,0.597258,5.363906,-8.5816,unacc
4.91358,2.680291,3.4244,4.955926,4.096935,-1.558751,3.449124,-1.041185,3.534722,3.793548,-3.890964,4.112199,0.47162,7.681563,-2.2234,acc
2.895062,0.235062,0.860231,0.73321,3.272272,0.08415,0.499036,-3.11266,-2.447917,2.397823,-4.5765,3.174022,0.926339,4.357587,-4.5902,acc
4.416667,0.472131,3.340878,4.808889,6.248767,-1.133841,0.82844,-6.129843,-0.940972,5.415638,-10.630276,5.359258,0.506696,7.161476,-8.8808,unacc
