@relation 'sample-weka.filters.unsupervised.attribute.Remove-V-R131,267,280,281,295,316,317,318,320,340,389,392,397,506,512,533'

@attribute X131 numeric
@attribute X267 numeric
@attribute X280 numeric
@attribute X281 numeric
@attribute X295 numeric
@attribute X316 numeric
@attribute X317 numeric
@attribute X318 numeric
@attribute X320 numeric
@attribute X340 numeric
@attribute X389 numeric
@attribute X392 numeric
@attribute X397 numeric
@attribute X507 numeric
@attribute X513 numeric
@attribute Class {acc,unacc}

@data
2.984568,4.490413,1.159574,0.902963,2.820718,6.588573,0.881672,5.408611,15.216146,1.62989,2.741614,1.770071,1.758291,3.523229,-0.0715,acc
-0.12963,5.230158,0.97397,0.793333,3.085306,9.736361,-1.702487,15.30238,38.12066,1.762207,12.070508,1.78058,1.477679,0.028142,4.1357,acc
1.472222,4.352036,2.540516,3.03321,2.403107,14.801165,1.150897,21.15612,44.090278,2.592257,18.609251,2.488799,2.867347,1.783594,13.8607,acc
2.743827,-2.810642,0.21435,1.31358,5.605893,-0.530107,2.927185,1.901113,0.046875,5.470968,2.89338,4.02477,0.398916,5.99842,3.1368,unacc
-3.037037,5.087693,0.92191,1.035432,1.873274,17.57019,-6.632333,17.971482,3.380642,1.348525,4.933348,0.63394,2.901786,-1.495139,-29.9824,acc
4.018519,2.972949,1.050362,0.846173,2.294954,2.603995,2.259867,0.321672,-2.369792,2.146951,-1.217022,2.49735,1.446429,5.105017,-2.2383,unacc
1.833333,2.2581,2.89656,2.992469,2.427556,0.906207,-0.556193,-0.293233,0.030816,1.842115,-2.291548,2.104672,0.788903,3.64849,-2.7484,acc
-0.487654,7.102259,0.831711,0.734815,4.157873,10.2756,2.430312,24.528545,55.27474,1.955109,22.580456,1.486239,1.85523,2.166597,22.5721,unacc
3.290123,1.557075,3.927456,5.038395,8.429569,2.992307,3.201207,14.016176,41.530816,9.409228,24.751099,7.586931,0.527742,5.512101,10.1766,unacc
0.305556,0.804771,0.269013,0.295309,2.576718,-0.625113,-1.324678,-4.934503,-6.845052,2.750825,-4.291154,1.326733,0.005421,1.660972,-6.098,unacc
2.222222,0.937574,0.798665,0.598765,2.381903,1.48019,3.15659,2.57383,5.952257,1.203601,4.291373,1.196174,0.765944,3.868681,4.0539,acc
-1.16358,2.928359,1.435491,1.421235,1.33095,11.923971,-3.157599,17.27493,34.794271,1.007894,12.443029,0.781418,1.867347,-0.642448,-8.2458,acc
3.049383,7.938169,2.063151,1.18,3.342332,1.620048,2.010743,11.144159,50.051215,2.477118,11.364717,2.495075,1.643495,3.123976,31.592,acc
1.614198,1.967524,0.799457,1.080494,3.527655,4.753532,0.053106,7.171154,41.190104,2.454072,18.276934,2.276306,0.731505,2.108385,14.0883,unacc
10.265432,7.11794,3.834201,6.318148,8.70747,4.81352,8.267217,5.583875,10.759549,7.392261,3.862638,8.778896,1.789222,15.294983,3.3891,unacc
2.299383,5.149599,1.037347,0.332346,4.240508,1.738977,1.024207,-3.649266,17.146701,3.998727,-5.622004,3.259292,1.098533,7.208299,-1.7907,unacc
3.608025,0.876561,3.412856,6.823827,6.438692,-4.02258,-2.678637,-12.730161,2.549913,3.699642,-9.217871,5.141457,0.819196,4.37974,-12.5134,unacc
5.009259,3.898707,1.05636,1.442222,3.835676,1.233817,4.591462,6.558188,5.961372,4.500377,6.365492,3.503315,0.66486,6.519045,7.216,unacc
3.549383,0.041023,2.62947,3.598889,5.097345,2.297122,2.907932,1.326513,5.706163,4.974196,-0.438792,4.426053,0.38361,6.526354,1.9555,acc
-0.209877,4.196269,0.377999,0.502963,1.434131,6.436611,8.601158,45.529779,127.430556,0.824654,51.871606,0.195334,0.76977,0.275955,84.3206,acc
2.450617,13.864001,0.842689,1.048272,2.901298,-4.391474,-7.929534,-19.396321,12.151042,4.86363,-25.575922,2.85968,1.537946,1.883733,-30.7904,acc
2.783951,9.951843,2.292893,1.155926,2.148669,15.234423,-5.129747,5.783451,16.740885,2.648977,-4.262084,2.25682,3.554847,2.084219,-25.4485,acc
3.768519,6.404578,2.854912,1.576914,6.099523,8.30799,1.038878,8.157845,46.025608,4.583985,17.817173,3.911506,1.794643,6.888038,16.7889,unacc
1.537037,0.583383,1.523993,1.181975,1.643409,3.380642,0.45146,2.888202,15.429688,1.074913,8.251081,1.312888,0.473852,1.736476,6.5095,acc
3.540123,7.881688,2.055794,1.040617,3.39797,6.672652,5.757138,26.51545,78.491319,2.558276,28.29097,2.194681,1.60236,5.085365,49.0798,acc
2.432099,2.606272,1.423947,1.593333,4.0625,0.942366,-1.70343,-3.508631,4.424913,2.22693,-5.796008,2.967607,1.106824,2.650035,-6.7333,acc
1.401235,2.466781,6.536555,8.07358,2.830005,1.967967,-0.037925,15.716085,64.937066,2.015034,14.909206,2.729801,1.143176,1.343576,30.2735,acc
1.858025,0.98365,3.756451,4.296543,2.98307,-0.70629,-2.991197,-8.379291,-5.15625,2.020478,-6.851416,2.351434,0.939094,2.606997,-9.1591,unacc
6.966049,6.743757,3.847442,5.55037,9.571704,1.664994,3.679473,-6.674533,-0.584635,7.445047,-14.338137,6.545778,1.356186,11.917708,-16.2189,unacc
1.580247,-0.245467,0.827637,1.444938,2.297995,-3.254602,-0.039116,-6.497497,0.800347,2.063083,-5.288755,1.674733,0.425702,2.612743,-4.078,unacc
3.049383,3.538793,1.719556,1.108272,1.78616,-1.652295,2.139023,-1.192744,5.829861,1.892426,-0.004162,2.004262,0.964605,4.04184,3.3775,unacc
0.802469,3.115042,0.763241,0.271358,2.143245,1.218264,0.871515,-1.546603,13.019531,0.805118,-1.630425,0.827104,0.975446,2.895903,0.609,acc
4.148148,4.122102,1.649955,1.240123,9.208087,3.333853,1.681787,-4.001182,-1.539063,7.112758,-10.212124,6.347683,1.343112,7.380677,-3.2352,acc
1.45679,0.792212,1.137506,0.874074,1.767094,0.649679,-1.600635,-2.574614,-10.104167,0.497125,-5.452198,1.008401,0.534758,1.389097,-6.6884,acc
0.62037,3.982238,0.306926,0.293951,1.335676,7.897313,8.10904,45.325139,133.645399,0.59294,50.790686,0.108823,0.772321,0.276215,79.0909,acc
-1.17284,5.164685,1.601743,1.122593,2.008711,6.1244,0.210886,20.326907,43.042969,1.057333,18.105342,0.642945,1.13074,0.256944,8.7682,unacc
-0.049383,6.274896,2.110231,2.253704,6.848578,7.382937,1.72246,17.197734,48.460938,3.503016,12.885366,2.550984,0.61352,2.582083,22.0692,unacc
5.67284,2.872325,3.718085,4.608642,4.097099,2.110927,4.456435,2.181094,19.463108,3.353309,12.557234,4.116737,0.916135,6.965399,12.4388,unacc
1.425926,4.706376,2.673042,1.50679,5.583744,6.88308,0.064916,12.932039,34.738715,3.730441,9.354673,3.645091,1.227679,3.378073,1.48,unacc
8.012346,9.91907,1.155161,0.99716,6.624712,8.003722,19.734107,59.758408,153.957465,6.221675,76.544112,4.331155,2.14764,14.047378,108.5568,acc
3.274691,1.250669,1.842349,1.205432,2.460224,2.670048,1.705396,0.182678,7.619792,1.33924,6.292366,1.647204,0.691964,3.578247,5.7468,acc
-0.12963,9.976516,2.210616,2.719753,3.439596,-2.718098,-1.884193,-13.920927,-3.651042,3.058017,-14.386749,3.148066,1.65625,6.339618,-18.5829,acc
3.490741,8.000595,1.629923,0.84,3.398217,5.450939,4.940036,22.90851,77.193576,2.488571,24.550227,2.187505,1.626276,4.668958,48.117,acc
1.123457,0.81904,3.672137,2.949259,5.513848,3.752212,1.566986,12.840422,55.141059,4.984706,18.323519,3.004335,1.319515,4.154896,30.7073,acc
0.425926,-0.133323,1.078655,1.473457,0.753,0.765208,0.526708,1.296502,4.502604,1.16929,0.023389,1.010169,0.095663,0.621059,-1.881,unacc
1.333333,2.40874,0.596763,1.214198,2.372,0.394625,0.141228,2.618385,6.960938,3.769017,6.368779,2.138636,0.092156,1.793872,4.6658,unacc
-0.558642,6.573945,1.50464,2.053333,3.166297,16.988621,12.973514,87.691615,195.071181,2.155057,95.676336,0.657224,1.447066,-0.458958,120.7364,acc
7.175926,5.177839,4.32526,3.328765,5.437418,-0.642687,4.901501,2.003383,1.970052,7.482774,1.699668,6.334823,1.326849,11.820764,1.4373,unacc
2.425926,2.733353,1.75928,1.746296,4.394929,7.937444,-0.126748,-0.487295,-2.053819,2.574135,-3.018535,2.85956,1.314094,2.868281,-4.9842,unacc
0.796296,0.163422,0.430964,0.266667,1.259369,0.150131,0.099684,-1.204662,-0.734375,1.44368,-2.211932,0.832708,0.071429,1.663576,-1.0164,acc
1.033951,1.393876,0.720575,1.008642,4.882848,7.16975,3.727069,21.751287,58.167535,3.295103,25.924726,2.889502,2.296556,2.482743,28.7924,acc
1.950617,1.22332,0.835446,0.209012,0.628205,0.025886,1.573165,0.161981,-1.104167,0.597559,0.736691,0.768501,0.278061,2.880104,1.5885,unacc
1.040123,4.341335,2.418176,3.010741,2.497452,8.022105,-2.330303,2.017244,11.559028,2.692148,-1.659486,2.619519,2.205995,1.526476,-11.179,acc
2.638889,4.261519,4.271616,5.428025,5.887369,7.822366,-2.200752,12.497492,43.912326,5.769865,7.571563,5.020971,1.334184,2.887865,1.3818,unacc
3.197531,3.004905,1.152558,0.58716,3.232125,0.306326,1.897978,0.713306,5.044705,2.815345,-1.412445,3.023923,0.981505,4.770399,1.2436,acc
4.660494,6.585687,1.832051,2.341605,5.095784,1.347134,0.630628,-4.913491,-5.356771,4.381846,-6.707446,3.282921,0.614158,6.741267,-2.5076,unacc
3.179012,9.269174,2.185265,1.005926,2.200937,12.732794,-3.029177,2.024422,5.907118,3.09638,-6.082159,2.613731,2.928253,3.571059,-19.858,acc
1.382716,5.006614,1.393278,1.375185,3.32795,3.477384,0.05524,5.793312,32.129774,2.805071,3.803037,2.098188,1.016901,4.096701,10.5606,acc
3.552469,7.604191,2.703033,2.051481,3.323677,8.262461,-2.167576,1.519459,3.338976,2.536596,-2.001611,4.021392,1.945791,2.297691,-3.4249,unacc
0.425926,10.195526,0.347216,0.036914,1.427309,0.015006,1.511865,-3.934372,-4.047309,2.558677,-4.743304,1.586184,1.240753,6.876111,-8.4409,unacc
-0.32716,3.277051,0.813377,1.270864,1.139382,22.698288,1.785361,45.860025,72.251736,0.895655,40.820381,0.62927,2.926658,-0.373681,36.2551,acc
1.901235,0.912827,1.314282,1.15358,1.057281,0.517337,1.620619,0.053728,-0.200521,0.553657,0.437584,0.535549,0.265306,2.48625,1.7248,unacc
0.040123,4.591855,2.094613,1.685802,2.125329,3.132307,-8.039417,-8.364389,-8.65625,1.494816,-15.753396,0.842998,1.222895,-1.577951,-28.2555,acc
6.62963,1.736177,3.264373,3.574938,7.06476,-1.212461,5.153796,1.108765,0.241319,5.656801,-1.28286,5.375778,0.890944,10.819062,6.3501,unacc
0.225309,4.512931,0.388637,0.442593,1.466141,7.858656,9.917026,50.507992,141.113715,0.763809,57.418681,0.167022,0.845344,0.847483,91.7735,acc
4.972222,10.615785,4.491399,5.895556,7.196581,6.695386,1.189698,20.147476,125.27908,4.687577,19.374591,4.930446,3.200574,6.50158,23.7593,acc
6.135802,8.489001,1.287347,0.028025,0.983728,6.581082,7.829114,-2.731898,-0.78125,1.882081,0.492582,2.106691,2.445153,7.420972,6.8159,acc
2.111111,0.741974,0.712426,0.962963,1.346852,-1.825482,0.913646,-1.642259,0.59375,1.13776,-1.837809,1.62401,0.253827,2.68559,-0.1268,unacc
8.410494,7.315547,4.326279,4.211358,6.167201,5.066219,3.003117,-1.508141,5.985243,6.322816,-0.747413,6.735396,1.854592,9.954549,1.1927,unacc
3.462963,9.599287,4.52105,4.255185,5.083333,16.513032,13.078889,80.618428,163.252604,3.927656,85.752193,3.893178,2.55963,4.325955,108.1613,acc
3.308642,2.116454,3.972725,3.444198,4.227934,1.126064,0.438018,-0.132005,0.47092,3.66519,-3.314683,3.745339,0.865434,5.011892,-5.7817,acc
2.132716,7.049272,1.018334,0.896296,2.547296,2.007872,0.707674,6.068088,26.248698,2.175794,4.912777,1.634997,1.103954,3.331354,-2.5156,unacc
3.231481,7.412604,2.201788,3.314938,7.463018,-0.045363,-4.981338,-13.101688,7.87717,6.620157,-16.075892,4.484244,0.84949,5.493958,-11.1558,unacc
0.555556,11.839105,0.414554,0.038765,1.630958,0.148014,1.825156,-4.3674,-5.016059,2.921953,-5.315598,1.826724,1.441645,8,-9.6694,acc
0.033951,0.004608,0.545269,0.774444,1.16075,0.611772,0.574127,6.072758,13.647135,1.284758,8.055689,0.795646,0.175702,0.104948,2.944,unacc
-0.604938,7.170779,0.773653,0.632593,3.861645,14.014269,1.603902,24.127239,60.471788,2.005538,20.335188,1.528837,2.680804,1.311684,23.8969,acc
-0.82716,5.317331,1.258714,1.63321,2.920036,10.16151,4.878305,52.14791,121.706597,2.110378,56.575073,0.84125,0.51148,-1.871354,71.935,acc
1.475309,0.62931,1.187755,1.461111,0.775805,-1.516421,1.022167,-1.623785,0.466146,0.406447,-0.987312,0.922093,0.235332,2.32125,1.144,unacc
1.450617,1.972875,2.963558,4.653086,5.735947,5.536076,6.527252,29.436761,77.305556,4.807616,37.347337,3.894812,0.607462,2.881649,57.987,unacc
6.037037,9.841929,1.465822,0.827531,2.106797,-0.011665,8.719328,1.908151,0.03776,3.052691,6.399612,2.948341,1.346939,12.732812,5.2884,acc
-0.185185,5.986623,0.75249,0.714815,2.721236,13.09365,2.411392,24.1669,55.329861,1.618319,21.836024,1.331798,2.413265,1.178056,22.5535,acc
9.876543,4.322384,3.030444,4.193086,6.759821,2.492117,6.927871,4.655464,-7.217448,5.368555,1.534353,7.4553,1.47162,14.938038,2.8585,unacc
8.395062,20.114744,2.148483,0.192469,2.684829,5.339524,4.97748,-3.73859,22.335938,4.498068,-4.061147,4.595735,3.40051,11.873194,3.332,acc
0.104938,5.921448,0.775464,1.210988,3.12274,8.068121,7.730124,47.353119,119.777778,3.102531,53.239597,1.234512,0.554847,0.657066,85.7684,acc
0.033951,1.166468,0.33488,0.311481,2.624343,1.050416,-2.225385,-3.5304,-4.199219,2.120629,-7.06144,1.539938,0.32111,0.666302,-8.024,acc
4.527778,2.944263,3.282707,4.614691,4.008506,4.94151,1.318301,-0.078128,4.480469,3.361674,-0.562565,5.052073,1.193878,6.050191,-1.897,acc
8.182099,10.793847,2.111476,0.849877,5.285832,1.598502,7.933539,14.211122,64.53125,4.426195,19.455424,4.582553,2.364158,12.907378,30.1422,acc
1.796296,13.626561,0.874038,0.573951,2.409229,0.456885,2.919597,-3.503357,-6.067274,3.570058,-4.741448,2.877588,1.760204,10.836389,-10.0424,acc
-1.91358,3.204518,0.601403,0.688765,1.197074,11.038264,-4.360129,11.349871,1.33724,0.853238,2.925872,0.39854,1.803571,-1.020139,-19.6567,acc
4.540123,2.610285,1.80919,2.670494,4.457594,4.220713,4.596987,3.900102,3.501302,4.230936,-5.282042,3.702625,1.240753,5.850174,0.8248,unacc
4.061728,3.627675,2.691716,3.447284,4.439883,1.283282,1.82141,3.732121,5.854601,4.745923,2.055063,3.799999,0.322385,6.17099,-0.0975,unacc
5.820988,3.200728,4.826958,7.599753,8.590565,2.132473,3.849113,5.982633,31.452691,7.182581,6.49993,6.755706,1.413265,11.445017,-5.8596,unacc
2.817901,2.397295,2.048438,3.68321,7.43146,0.167146,0.133032,-0.91557,33.748264,4.77069,10.343359,4.688144,0.320153,4.434705,9.1222,unacc
3.462963,3.026754,2.099819,1.001852,2.554241,4.034138,1.881927,3.26829,0.517361,1.11231,2.125282,1.506543,1.21301,4.210972,-3.1826,acc
1.126543,9.004236,2.215029,1.182593,2.610988,11.307931,-2.046447,10.619943,49.430556,2.347983,4.733001,2.003154,3.174745,2.637066,0.6874,acc
0.160494,2.840592,4.446582,3.462716,2.269025,2.866183,0.786608,14.811203,34.875,3.639551,16.078141,1.425558,-0.050702,1.005069,16.2484,unacc
0.944444,2.078924,1.222838,1.421481,2.813281,3.026801,0.281125,-3.540117,2.726563,2.55665,-0.489907,3.263988,0.732781,2.568385,-4.9515,unacc
2.604938,9.049197,4.668855,4.22321,9.778846,10.584685,0.555565,22.582181,71.428385,6.930177,19.89131,5.486697,1.970026,5.94684,10.976,acc
3.074074,6.899153,2.456655,4.051728,4.104578,7.523757,10.368388,49.514697,168.33941,3.924333,55.863947,3.124683,1.693878,3.152674,95.3022,acc
2.537037,1.949019,0.544477,1.261235,10.126479,1.941867,1.301785,-2.581209,-1.304688,8.41856,-10.128946,6.036891,0.048788,7.405208,-6.453,acc
4.685185,2.919515,4.694998,6.627037,8.871631,1.727824,-2.085133,-6.763397,18.009115,8.274602,0.217915,6.1741,0.883929,7.382431,-4.8476,unacc
11.740741,8.026828,5.655274,4.981111,7.4119,5.504554,8.752844,3.199751,8.521267,6.241163,6.955275,7.117277,2.645727,14.935434,7.4977,unacc
3.966049,6.906807,2.159688,2.829753,6.96273,9.290404,2.048973,19.946596,60.231337,6.216396,12.892076,5.800597,1.571747,6.217483,8.1543,unacc
-1.75,3.22659,0.954731,0.883086,1.927227,12.533353,-3.335015,13.984809,21.06901,1.487558,9.316066,1.346676,2.056122,-0.668177,-12.4082,acc
-0.839506,7.378419,0.955636,0.850617,4.17735,15.324828,1.466402,25.834689,60.128038,2.101659,23.510994,1.626408,2.837372,0.996059,19.916,acc
2.567901,1.353894,2.268108,4.484198,5.553665,1.296528,4.916642,21.698237,71.139757,3.702517,25.095193,4.568647,0.997768,3.756684,42.5893,unacc
-0.5,3.546522,0.786781,0.874815,1.5881,12.647218,-2.79145,17.768351,39.059028,1.253794,12.258762,1.121332,1.817602,-0.88901,-5.1611,acc
6.833333,7.644991,5.433794,6.095802,7.158489,7.280702,2.108203,10.764316,41.633681,7.481902,6.343,7.477499,2.273597,8.181927,3.5314,unacc
3.820988,8.261222,1.821639,0.984444,3.380547,1.545244,2.579412,10.287136,57.871528,2.4569,11.235071,2.516948,1.654018,4.0775,24.3348,acc
-0.416667,3.969605,0.395088,0.437901,9.336662,2.286671,1.66325,-2.701546,-8.042969,6.983175,-9.320924,5.228305,1.153699,7.699583,-8.6847,acc
-0.37037,-1.232387,1.555342,4.833333,5.513478,3.983472,-7.835443,-17.401674,105.184896,6.031247,88.277201,3.808717,-0.431122,-0.835069,117.552,acc
3.231481,9.418549,1.529312,0.806049,3.431829,3.094102,3.637045,17.722816,73.762153,2.442667,19.064565,2.277029,1.806441,3.570069,45.0764,acc
2.592593,5.131614,2.926211,4.118148,6.749384,0.659881,-0.474588,3.483561,3.189236,4.476671,0.871286,3.857635,0.779656,5.467205,-0.4836,unacc
2.478395,3.409631,3.760638,4.550864,3.637451,-1.125018,-0.696177,10.89805,46.317708,1.862169,10.831402,3.843889,2.029656,0.859306,16.7188,acc
2.185185,5.790428,1.911046,2.112716,3.958251,3.070012,-3.274933,-0.359999,19.870226,2.277335,-6.023336,2.299833,1.398278,2.675434,-3.7928,acc
5.570988,6.74071,3.041308,4.186296,4.801446,-0.419786,2.883202,-2.834356,7.626302,4.595155,-6.99635,4.632992,1.544324,9.868108,-3.4974,unacc
2.42284,0.492494,2.949525,3.169259,2.998028,-1.313567,2.247812,-2.992586,0.021701,2.457442,-3.828531,2.905638,0.283163,3.531962,-2.3287,unacc
1.552469,8.42286,0.988456,0.185556,2.686308,0.150785,1.405148,-2.962846,5.014757,2.669102,-3.909841,1.975532,1.348533,7.058229,-2.9118,acc
0.175926,5.346388,0.753508,0.930741,4.565417,9.790761,10.061431,60.535267,188.878472,2.502781,72.504525,1.25661,1.456633,0.206927,110.5258,acc
0.339506,4.053136,0.321073,0.680988,1.533037,0.528395,0.985524,11.154645,55.608941,2.174286,11.685256,1.142752,0.773278,0.483785,32.4888,acc
1.317901,4.060865,2.293911,2.960494,2.493384,10.400404,-3.990261,3.140377,14.471354,2.776935,-2.608358,2.532717,2.221301,0.937187,-15.2415,acc
2.061728,4.63102,2.354233,1.967654,5.162804,8.27151,1.811744,0.509616,32.125,6.433736,2.689549,4.558144,1.576212,4.939427,2.2234,unacc
2.438272,4.696864,2.155727,4.345185,3.398134,6.685482,11.217606,53.69576,161.856771,1.130149,61.256981,1.809817,1.234694,3.584288,101.856,acc
-0.561728,7.337916,0.533047,0.530494,3.905901,11.29321,2.663693,28.406173,63.638455,2.08514,26.505029,1.457324,2.023278,2.377622,24.0443,acc
-0.037037,4.586356,0.269353,0.351852,1.458991,5.693199,6.025131,36.304625,115.170139,0.853945,40.647012,0.202721,0.808992,-0.012674,64.4315,acc
2.481481,2.72555,1.790403,1.758025,3.947608,10.829905,20.4375,78.802914,183.236111,2.097111,90.385554,1.554556,1.465561,5.997448,162.3096,acc
2.354938,7.778092,3.141693,3.54679,5.069075,1.960131,-6.283906,-5.794467,39.960503,3.615939,-12.105268,3.254051,1.707589,2.715243,-10.9523,acc
1.62963,0.189284,0.436397,0.676543,1.421762,0.756908,2.011406,2.378661,-1.789931,0.641342,1.060626,1.04417,0.080676,3.068264,-0.3025,unacc
3.469136,7.47503,2.642033,4.206049,7.372083,7.536326,2.431233,8.724528,30.419271,10.73275,15.541386,7.918841,0.90912,6.483924,10.8351,unacc
1.623457,2.852036,2.930398,3.914321,2.98081,4.307812,0.947264,7.142662,18.556858,3.734706,9.909622,3.207825,0.59088,2.544236,2.9537,unacc
-0.145062,5.254682,0.623359,0.694444,3.472428,10.066885,2.508169,21.468422,42.982639,1.603002,19.990188,1.383985,1.727679,1.247535,21.5575,acc
1.391975,4.014269,4.102309,4.495309,5.867234,3.479084,-1.635122,-4.459993,-8.582031,3.295622,-9.137896,2.787738,1.016263,4.862344,-9.1508,unacc
0.82716,6.405544,1.963671,2.217778,3.572115,3.155434,2.602951,22.641831,86.271267,4.051419,23.58015,2.206525,1.187181,2.372865,37.8392,acc
4.743827,7.13964,4.325487,5.549136,7.966305,4.544768,-2.128217,0.767612,16.703993,5.645725,-7.796222,6.213994,2.045599,7.538108,-20.6551,unacc
-0.774691,1.202586,1.633318,2.089506,2.166009,8.148454,-2.352568,8.881024,30.692708,1.389221,11.138929,1.073412,0.88074,-0.45224,-8.5841,unacc
6.592593,5.764492,3.376867,3.95358,8.771861,9.974732,16.571423,59.53216,121.111545,7.56035,69.262688,5.908182,1.739477,11.038559,94.1287,unacc
2.481481,1.892464,1.722952,2.546049,4.937212,7.878514,-2.561243,4.46426,7.918403,3.184984,0.793202,3.556482,1.986607,1.986684,-4.4312,unacc
3.929012,4.632283,3.316206,3.216296,5.598003,2.126314,0.582429,9.078806,43.713976,3.046329,12.555483,3.01638,1.799426,3.735868,26.3936,acc
1.512346,7.095422,0.6177,0.767901,3.867275,13.586124,4.385205,29.941843,70.034288,2.158285,28.947537,1.83639,2.558673,2.988924,28.4044,acc
-0.75,3.30269,1.362155,1.025802,2.313856,12.669489,-3.085015,14.234809,21.31901,1.777901,9.373947,2.346676,2.306122,-0.11191,-11.8153,acc
2.756173,5.162901,3.890222,3.851235,4.209278,5.029346,0.283839,6.337223,37.176649,3.890282,5.489553,3.103939,1.162946,3.549705,2.9044,unacc
4.45679,1.887559,10.470575,9.298148,4.788338,3.462901,3.156903,8.256359,24.974826,5.605052,10.566967,4.548491,0.473533,5.491146,5.6606,unacc
1.092593,2.701917,0.308058,0.38358,0.843319,7.52585,1.218382,9.525315,35.643663,0.71001,8.286449,0.765236,1.680485,0.659965,14.0532,acc
1.796296,6.30217,1.962313,1.940617,7.209443,9.831082,1.534602,21.608813,64.93316,6.338038,21.902562,4.443879,1.038265,3.842014,7.7495,unacc
-1.003086,3.303582,1.227705,0.800123,1.946992,9.343983,-3.680855,8.306214,11.171441,1.309596,4.278834,1.551113,2.01148,-0.368733,-13.9174,acc
2.012346,1.059602,0.544817,0.423333,1.297954,0.378478,2.200744,1.242144,4.733073,0.664978,2.208382,0.832622,0.345344,3.153194,1.9538,unacc
-0.962963,4.203701,0.573563,0.45642,1.105523,8.693746,2.065655,23.147319,56.275174,0.735013,22.463643,0.307727,1.325893,0.109115,23.5473,acc
-0.395062,3.887931,2.725215,3.422963,8.12048,-2.13981,-1.737041,-5.554389,16.134115,5.820435,0.903232,5.66126,1.541773,4.699722,-7.6958,acc
0.367284,4.206005,2.074581,3.160864,2.812007,3.239084,0.150004,8.417705,57.447049,1.249717,7.396684,1.865982,1.129783,2.766927,7.5432,acc
-1.046296,5.494649,2.273653,3.517284,4.089004,1.920107,-5.515973,6.344151,51.393663,3.6014,5.093993,1.837909,0.124681,-3.029479,22.347,acc
9.92284,6.520957,5.33488,7.56358,5.061678,4.555232,9.479112,6.474957,3.069878,5.061222,8.113881,6.317297,1.742028,17.855191,7.1615,unacc
1.990741,0.35761,3.973178,5.86284,4.484919,-1.319608,-1.340651,-4.962343,8.385417,4.130385,-3.601149,4.569684,0.514349,3.653194,-5.7631,acc
2.589506,0.464477,2.213445,1.613951,5.659311,-0.584661,0.657276,-2.757655,6.083333,3.824606,-3.333332,3.912716,1.140625,3.960313,-5.1877,acc
3.66358,2.628196,3.682435,3.080864,4.58925,3.672652,-1.43542,-1.673955,14.303385,3.646479,7.58938,3.399231,0.563776,4.226962,9.2511,unacc
4.391975,3.564432,2.66478,2.944074,6.349729,5.085577,3.718347,17.401455,40.505208,5.895608,17.107837,5.206307,1.184311,6.298507,6.2074,unacc
4.583333,14.661787,0.586464,0.161975,3.167036,15.722378,2.648101,39.943703,244.111111,1.923131,38.737833,0.919374,3.516582,0.856233,69.4379,acc
2.212963,1.291543,5.138185,5.136049,6.17131,2.772628,-0.453453,5.128293,22.988715,4.951951,1.394903,3.045433,0.657207,2.854965,9.1814,acc
4.253086,6.245244,2.405048,2.234815,4.991289,9.812794,0.868774,4.357088,20.469184,4.253982,5.592484,4.263563,1.48023,5.303316,1.1763,unacc
1.91358,10.386891,2.11306,1.539259,4.180556,7.189774,2.707426,20.011327,55.513021,3.261076,17.609106,2.589109,2.500319,5.237691,34.2323,acc
2.095679,3.1033,1.516297,2.252593,3.060692,10.450654,1.411455,17.740796,56.029948,4.13941,16.897139,2.608072,1.91773,1.836875,20.8806,acc
1.018519,12.035523,0.299683,0.055926,2.058103,-1.019929,2.690589,-4.65823,4.228733,3.562353,-4.409346,2.206537,1.980548,8.466632,-7.8837,acc
1.305556,11.688466,1.557718,2.257531,5.605564,4.528989,-6.199813,-0.517787,25.458767,6.426831,-6.143489,3.761809,1.927296,2.233924,-16.8905,unacc
4.194444,5.822979,2.83952,4.354691,6.033654,15.61648,22.383102,89.413885,211.584635,4.080168,102.789215,3.609813,2.89764,7.286493,189.8094,acc
3.462963,2.248588,0.853554,1.280123,5.469428,-1.260511,-2.582804,-5.766728,7.329861,4.604251,-6.254438,3.995137,0.882972,5.612917,-9.9607,unacc
2.246914,3.145957,1.937076,2.703086,7.506534,5.143781,-1.975733,8.056109,20.857205,6.066995,5.732038,3.412937,0.308992,2.761233,-5.4366,unacc
8.123457,10.154504,1.080466,0.988765,7.122945,8.3078,19.551354,59.034558,152.613715,6.472783,76.192294,4.69314,2.236926,14.177899,108.0024,acc
3.58642,4.090666,4.509393,5.639259,6.433679,0.20673,-4.749624,-10.505755,8.824219,5.585493,-8.343359,5.234429,0.928253,6.097361,-9.8407,unacc
0.382716,0.407551,0.206994,0.635062,1.718935,-0.995767,-1.102054,-3.592899,-1.355035,0.910501,-3.074526,1.180845,0.166454,0.577292,-1.8568,unacc
7.469136,3.734319,4.867587,5.712099,9.204635,3.062556,4.612782,2.193703,34.650608,7.780658,18.317978,7.014137,1.181122,10.984323,21.1612,unacc
2.104938,3.275342,1.971028,3.116049,7.879849,4.025862,1.609728,13.316136,34.953993,8.181827,14.581336,4.600042,0.301977,5.156094,9.136,unacc
2.126543,0.415502,0.80172,0.955432,3.415352,8.643876,4.067647,17.637953,33.356337,3.283674,18.922152,3.561317,3.469069,3.727309,20.8068,acc
